federal_account_id,federal_account_code,Subagency,Title,treasury_account_identifier,tas_rendering_label,Agency
5122,069-8083,Federal Highway Administration,"Federal-Aid Highways, Liquidation of Contract Authorization, Federal Highway Administration, Transportation",62158,014-069-X-8083-001,Department of Transportation
5122,069-8083,Federal Highway Administration,"Federal-Aid Highways, Liquidation of Contract Authorization, Federal Highway Administration, Transportation",6306,014-069-X-8083-006,Department of Transportation
5122,069-8083,Federal Highway Administration,"Federal-Aid Highways, Liquidation of Contract Authorization, Federal Highway Administration, Transportation",6307,014-069-X-8083-010,Department of Transportation
5122,069-8083,Federal Highway Administration,"Federal-Aid Highways, Liquidation of Contract Authorization, Federal Highway Administration, Transportation",6308,014-069-X-8083-011,Department of Transportation
5122,069-8083,Federal Highway Administration,"Federal-Aid Highways, Liquidation of Contract Authorization, Federal Highway Administration, Transportation",6309,014-069-X-8083-016,Department of Transportation
5122,069-8083,Federal Highway Administration,"Federal-Aid Highways, Liquidation of Contract Authorization, Federal Highway Administration, Transportation",6310,014-069-X-8083-020,Department of Transportation
5122,069-8083,Federal Highway Administration,"Federal-Aid Highways, Liquidation of Contract Authorization, Federal Highway Administration, Transportation",8292,017-069-X-8083-000,Department of Transportation
5122,069-8083,Federal Highway Administration,"Federal-Aid Highways, Liquidation of Contract Authorization, Federal Highway Administration, Transportation",33751,020-069-X-8083-009,Department of Transportation
5122,069-8083,Federal Highway Administration,"Federal-Aid Highways, Liquidation of Contract Authorization, Federal Highway Administration, Transportation",11181,021-069-X-8083-000,Department of Transportation
5122,069-8083,Federal Highway Administration,"Federal-Aid Highways, Liquidation of Contract Authorization, Federal Highway Administration, Transportation",45374,057-069-X-8083-000,Department of Transportation
5122,069-8083,Federal Highway Administration,"Federal-Aid Highways, Liquidation of Contract Authorization, Federal Highway Administration, Transportation",15826,069-069-X-8083-001,Department of Transportation
5122,069-8083,Federal Highway Administration,"Federal-Aid Highways, Liquidation of Contract Authorization, Federal Highway Administration, Transportation",15827,069-069-X-8083-006,Department of Transportation
5122,069-8083,Federal Highway Administration,"Federal-Aid Highways, Liquidation of Contract Authorization, Federal Highway Administration, Transportation",15828,069-069-X-8083-007,Department of Transportation
5122,069-8083,Federal Highway Administration,"Federal-Aid Highways, Liquidation of Contract Authorization, Federal Highway Administration, Transportation",15829,069-069-X-8083-011,Department of Transportation
5122,069-8083,Federal Highway Administration,"Federal-Aid Highways, Liquidation of Contract Authorization, Federal Highway Administration, Transportation",33544,069-069-X-8083-014,Department of Transportation
5122,069-8083,Federal Highway Administration,"Federal-Aid Highways, Liquidation of Contract Authorization, Federal Highway Administration, Transportation",15830,069-069-X-8083-015,Department of Transportation
5122,069-8083,Federal Highway Administration,"Federal-Aid Highways, Liquidation of Contract Authorization, Federal Highway Administration, Transportation",24972,069-069-X-8083-017,Department of Transportation
5122,069-8083,Federal Highway Administration,"Federal-Aid Highways, Liquidation of Contract Authorization, Federal Highway Administration, Transportation",21915,069-069-X-8083-026,Department of Transportation
5122,069-8083,Federal Highway Administration,"Federal-Aid Highways, Liquidation of Contract Authorization, Federal Highway Administration, Transportation",37613,069-069-X-8083-030,Department of Transportation
5122,069-8083,Federal Highway Administration,"Federal-Aid Highways, Liquidation of Contract Authorization, Federal Highway Administration, Transportation",14804,069-X-8083-000,Department of Transportation
5122,069-8083,Federal Highway Administration,"Federal-Aid Highways, Liquidation of Contract Authorization, Federal Highway Administration, Transportation",40709,070-069-X-8083-006,Department of Transportation
5122,069-8083,Federal Highway Administration,"Federal-Aid Highways, Liquidation of Contract Authorization, Federal Highway Administration, Transportation",33505,086-069-X-8083-001,Department of Transportation
5122,069-8083,Federal Highway Administration,"Federal-Aid Highways, Liquidation of Contract Authorization, Federal Highway Administration, Transportation",34907,089-069-X-8083-000,Department of Transportation
5122,069-8083,Federal Highway Administration,"Federal-Aid Highways, Liquidation of Contract Authorization, Federal Highway Administration, Transportation",21042,096-069-X-8083-000,Department of Transportation
5122,069-8083,Federal Highway Administration,"Federal-Aid Highways, Liquidation of Contract Authorization, Federal Highway Administration, Transportation",12339,309-069-X-8083-000,Department of Transportation
5122,069-8083,Federal Highway Administration,"Federal-Aid Highways, Liquidation of Contract Authorization, Federal Highway Administration, Transportation",14063,455-069-X-8083-000,Department of Transportation
5122,069-8083,Federal Highway Administration,"Federal-Aid Highways, Liquidation of Contract Authorization, Federal Highway Administration, Transportation",33857,513-069-X-8083-067,Department of Transportation
5123,069-8087,Federal Highway Administration,"Highway Safety Improvement Demonstration Projects, Federal Highway Administration, Transportation",14807,069-X-8087-000,Department of Transportation
5124,069-8102,Federal Highway Administration,"Highway Trust Fund - Treasury Managed, Transportation",9826,069-X-8102-000,Department of Transportation
5125,069-8103,Federal Aviation Administration,"Airport and Airway Trust Fund - Treasury Managed, Transportation",9827,069-X-8103-000,Department of Transportation
5126,069-8104,Federal Aviation Administration,"Operations, Airport and Airway Trust Fund, Federal Aviation Administration, Transportation",56962,069-2013/2013-8104-000,Department of Transportation
5126,069-8104,Federal Aviation Administration,"Operations, Airport and Airway Trust Fund, Federal Aviation Administration, Transportation",59970,069-2014/2014-8104-000,Department of Transportation
5126,069-8104,Federal Aviation Administration,"Operations, Airport and Airway Trust Fund, Federal Aviation Administration, Transportation",63149,069-2015/2015-8104-000,Department of Transportation
5126,069-8104,Federal Aviation Administration,"Operations, Airport and Airway Trust Fund, Federal Aviation Administration, Transportation",65579,069-2016/2016-8104-000,Department of Transportation
5126,069-8104,Federal Aviation Administration,"Operations, Airport and Airway Trust Fund, Federal Aviation Administration, Transportation",70404,069-2017/2017-8104-000,Department of Transportation
5126,069-8104,Federal Aviation Administration,"Operations, Airport and Airway Trust Fund, Federal Aviation Administration, Transportation",71579,069-2017/2018-8104-000,Department of Transportation
5126,069-8104,Federal Aviation Administration,"Operations, Airport and Airway Trust Fund, Federal Aviation Administration, Transportation",73343,069-2018/2018-8104-000,Department of Transportation
5126,069-8104,Federal Aviation Administration,"Operations, Airport and Airway Trust Fund, Federal Aviation Administration, Transportation",73358,069-2018/2019-8104-000,Department of Transportation
5126,069-8104,Federal Aviation Administration,"Operations, Airport and Airway Trust Fund, Federal Aviation Administration, Transportation",14809,069-X-8104-000,Department of Transportation
5127,069-8106,Federal Aviation Administration,"Grants-In-Aid for Airports, Liquidation of Contract Authorization, Airport and Airway Trust Fund, Federal Aviation Administration, Transportation",74298,069-2018/2020-8106-000,Department of Transportation
5127,069-8106,Federal Aviation Administration,"Grants-In-Aid for Airports, Liquidation of Contract Authorization, Airport and Airway Trust Fund, Federal Aviation Administration, Transportation",14810,069-X-8106-000,Department of Transportation
5128,069-8107,Federal Aviation Administration,"Facilities and Equipment, Airport and Airway Trust Fund, Federal Aviation Administration, Transportation",35652,069-2008/2010-8107-000,Department of Transportation
5128,069-8107,Federal Aviation Administration,"Facilities and Equipment, Airport and Airway Trust Fund, Federal Aviation Administration, Transportation",37820,069-2009/2011-8107-000,Department of Transportation
5128,069-8107,Federal Aviation Administration,"Facilities and Equipment, Airport and Airway Trust Fund, Federal Aviation Administration, Transportation",42412,069-2010/2010-8107-000,Department of Transportation
5128,069-8107,Federal Aviation Administration,"Facilities and Equipment, Airport and Airway Trust Fund, Federal Aviation Administration, Transportation",42421,069-2010/2012-8107-000,Department of Transportation
5128,069-8107,Federal Aviation Administration,"Facilities and Equipment, Airport and Airway Trust Fund, Federal Aviation Administration, Transportation",50290,069-2011/2011-8107-000,Department of Transportation
5128,069-8107,Federal Aviation Administration,"Facilities and Equipment, Airport and Airway Trust Fund, Federal Aviation Administration, Transportation",57080,069-2011/2012-8107-000,Department of Transportation
5128,069-8107,Federal Aviation Administration,"Facilities and Equipment, Airport and Airway Trust Fund, Federal Aviation Administration, Transportation",50292,069-2011/2013-8107-000,Department of Transportation
