"Agency","Subagency","accountID","Title","Obligation","Unobligated"
"Department of Labor","Employment and Training Administration",917,"Federal Additional Unemployment Compensation Program - Recovery Act, Employment and Training Administration, Labor",0,0
"Department of Labor","Employment and Training Administration",918,"Federal Unemployment Compensation Program, Employment and Training Administration, Labor",7644010.56,0
"Department of Labor","Employment and Training Administration",898,"Program Administration, Employment and Training Administration, Labor",162192565.14,3773508.51
"Department of Labor","Employment and Training Administration",932,"Unemployment Trust Fund - Treasury Managed",34028280839,0
"Department of Labor","Employee Benefits Security Administration",916,"Salaries and Expenses, Employee Benefits Security Administration, Labor",189190356.79,3469678.31
"Department of Labor","Pension Benefit Guaranty Corporation",919,"Pension Benefit Guaranty Corporation, Labor",6361476188.47,27916194447.02
"Department of Labor","Office of Workers' Compensation Programs",891,"Salaries and Expenses, Office  of Workers' Compensation Programs, Labor",153717281.87,1852088.85
"Department of Labor","Office of Workers' Compensation Programs",913,"Special Benefits, Office of Workers Compensation Program, Labor",2997510884.7,1528453030.62
"Department of Labor","Office of Workers' Compensation Programs",914,"Energy Employees Occupational Illness Compensation Fund, Labor",1244318647.04,0
"Department of Labor","Office of Workers' Compensation Programs",915,"Administrative Expenses, Energy Employees Occupational Illness Compensation Fund, Office of Workers' Compensation Programs, Labor",130179802.56,3992132.86
"Department of Labor","Office of Workers' Compensation Programs",896,"Special Benefits for Disabled Coal Miners, Office of Workers' Compensation Program, Labor",89525784.21,93687850.79
"Department of Labor","Office of Workers' Compensation Programs",924,"Panama Canal Commission Compensation Fund, Labor",4496967.03,33064554.99
"Department of Labor","Office of Workers' Compensation Programs",936,"Black Lung Disability Trust Fund - Treasury Managed",394332316.73,0
"Department of Labor","Office of Workers' Compensation Programs",933,"Relief and Rehabilitation, Longshoremen's and Harbor Workers' Compensation Act, as Amended, Labor",107938655.75,57161075.56
"Department of Labor","Office of Workers' Compensation Programs",935,"Relief and Rehabilitation, Workmen's Compensation Act, within the District of Columbia, Labor",5816414.96,4977761.82
"Department of Labor","Wage and Hour Division",887,"Salaries and Expenses, Wage and Hour Division, Labor",232106794.16,5586221.69
"Department of Labor","Wage and Hour Division",886,"Wage and Hour Division H-2B, Wage and Hour Division, Labor",0,212395.44
"Department of Labor","Wage and Hour Division",925,"H-1B and L Fraud Protection and Detection Account, Wage and Hour Division, Labor",58635407.36,8117546.18
"Department of Labor","Office of Federal Contract Compliance Programs",888,"Salaries and Expenses, Office of Federal Contract and Compliance Programs, Labor",104438122.64,2892996.76
"Department of Labor","Office of Labor Management Standards",889,"Salaries and Expenses, Office of Labor Management and Standards, Labor",39618260.81,896825.51
"Department of Labor","Occupational Safety and Health Administration",911,"Salaries and Expenses, Occupational Safety and Health Administration",555786488.15,13921163.57
"Department of Labor","Mine Safety and Health Administration",912,"Salaries and Expenses, Mine Safety and Health Administration",376602414.36,5591262.91
"Department of Labor","Bureau of Labor Statistics",908,"Salaries and Expenses, Bureau of Labor Statistics",639258462.57,5774217.98
"Department of Labor","Departmental Management",893,"Salaries and Expenses, Departmental Management, Labor",418019912.9,59362289.96
"Department of Labor","Departmental Management",934,"Gifts and Bequests, Departmental Management, Labor",0,146574.59
"Department of Labor","Departmental Management",894,"Salaries and Expenses, Office of Disability Employment Policy, Labor",38104486.8,741527.94
"Department of Labor","Departmental Management",884,"Office of the Inspector General, Departmental Management, Labor",88272674.07,1079758.61
"Department of Labor","Departmental Management",885,"Office of Inspector General - Recovery Act, Departmental Management, Labor",0,0
"Department of Labor","Departmental Management",892,"Veterans Employment and Training, Departmental Management, Labor",280685511.24,15545983.94
"Department of Labor","Departmental Management",890,"IT Modernization, Departmental Management, Labor",7591142.83,11624707.06
"Department of Labor","Departmental Management",921,"Working Capital Fund, Labor",430004022.84,7335233.14
"Department of State","Administration of Foreign Affairs",1043,"H-1B and L Fraud Prevention and Detection Account, State",32517772.89,144530757.03
"Department of State","Administration of Foreign Affairs",998,"Diplomatic and Consular Programs, State",13742804619.94,4399875887.15
"Department of State","Administration of Foreign Affairs",997,"Salaries and Expenses, State",0,1324177.3
"Department of State","Administration of Foreign Affairs",1001,"International Information Programs, State",0,954868.37
"Department of State","Administration of Foreign Affairs",1000,"Conflict Stabilization Operations, State",7409907.85,10540354.62
"Department of State","Administration of Foreign Affairs",999,"Capital Investment Fund, State",313697.77,21638200.57
"Department of State","Administration of Foreign Affairs",1007,"Centralized Information Technology Modernization Program, State",0,541284.42
"Department of State","Administration of Foreign Affairs",1013,"Office of the Inspector General, State",144348207.72,37595399.47
"Department of State","Administration of Foreign Affairs",1004,"Educational and Cultural Exchange Programs,State",692342205.44,89301298.12
"Department of State","Administration of Foreign Affairs",1014,"Embassy Security, Construction, and Maintenance, State",5344092123.85,7248045143.43
"Department of State","Administration of Foreign Affairs",1017,"Representation Allowances, State",8607400.23,1115557.3
"Department of State","Administration of Foreign Affairs",1008,"Protection of Foreign Missions and Officials, State",27824559.88,2540821.3
"Department of State","Administration of Foreign Affairs",1009,"Emergencies in the Diplomatic and Consular Service, State",45686942.27,182677681.69
"Department of State","Administration of Foreign Affairs",1011,"Buying Power Maintenance Account, State",0,53126000
"Department of State","Administration of Foreign Affairs",1010,"Payment to the American Institute in Taiwan, State",34828499.99,2141403.62
"Department of State","Administration of Foreign Affairs",1016,"Payment to the Foreign Service Retirement and Disability Fund, State",301500000,0
"Department of State","Administration of Foreign Affairs",1042,"Foreign Service National Defined Contributions Retirement Fund, State",14285238.92,12284630.46
"Department of State","Administration of Foreign Affairs",1037,"Working Capital Fund, State",5032147436.83,1039645961.91
"Department of State","Administration of Foreign Affairs",1019,"Repatriation Loans, Program Account, State",1339164,130001.41
"Department of State","Administration of Foreign Affairs",1018,"Repatriation Loans, Liquidating Account, State",0,912587.14
"Department of State","Administration of Foreign Affairs",1064,"Foreign Service Retirement and Disability Fund, State",946469026.39,55557.21
"Department of State","Administration of Foreign Affairs",1067,"Foreign Service National Separation Liability Trust Fund, State",28950439.97,351424445.84
"Department of State","Administration of Foreign Affairs",1069,"Unconditional Gift Fund, State",15330357.89,11718460.88
"Department of State","Administration of Foreign Affairs",1070,"Conditional Gift Fund, General, State",1128364.31,24596054.56
"Department of State","Administration of Foreign Affairs",1063,"Trust Funds, State",0,358665.24
"Department of State","International Organizations and Conferences",1031,"Contributions to International Organizations, State",1362220239.92,6617036.84
"Department of State","International Organizations and Conferences",1029,"Contributions for International Peacekeeping Activities, State",1410958351,854296487
"Department of State","International Organizations and Conferences",1030,"International Conferences and Contingencies, State",42877.25,15478.29
"Department of State","International Organizations and Conferences",1032,"Arrearage Payments, State",0,0.45
"Department of State","International Commissions",1024,"Salaries and Expenses, International Boundary and Water Commission, United States and Mexico, State",58355624.29,11142060.17
"Department of State","International Commissions",1025,"Construction, International Boundary and Water Commission, United States and Mexico, State",36123095.86,82041816.79
"Department of State","International Commissions",1026,"American Sections, International Commissions, State",12409636.66,2140163.9
"Department of State","International Commissions",1027,"International Fisheries Commissions, State",37494321.96,321945.3
"Department of State","Other",1022,"Global HIV/AIDS Initiative, State",2596518.58,18126927.39
"Department of State","Other",1023,"Global Health Programs, State",7214136229.98,9061625836.49
"Department of State","Other",1033,"Migration and Refugee Assistance, State",3355962992.81,255913202.29
"Department of State","Other",1036,"Payments to the Center for Middle Eastern-Western Dialogue, State",0,3339
