"Agency","Subagency","accountID","Title","Obligation","Unobligated"
"Department of Transportation","Federal Highway Administration",1670,"Highway Capacity Improvement Demonstration Project, Federal Highway Administration, Transportation",0,0
"Department of Transportation","Federal Highway Administration",1671,"Climbing Lane and Highway Safety Demonstration Project, Federal Highway Administration, Transportation",0,0
"Department of Transportation","Federal Highway Administration",1672,"Indiana Industrial Corridor Safety Demonstration Project, Federal Highway Administration, Transportation",0,0
"Department of Transportation","Federal Highway Administration",1673,"Corridor H Improvement Project, Federal Highway Administration, Transportation",0,0
"Department of Transportation","Federal Highway Administration",1674,"Road Extension Demonstration, Federal Highway Administration, Transportation",0,0
"Department of Transportation","Federal Highway Administration",1675,"Oklahoma Highway Widening Demonstration Project, Federal Highway Administration, Transportation",0,0
"Department of Transportation","Federal Highway Administration",1676,"Alabama Highway Bypass Demonstration Project, Federal Highway Administration, Transportation",0,0
"Department of Transportation","Federal Highway Administration",1677,"Kentucky Bridge Project, Federal Highway Administration, Transportation",0,133231.12
"Department of Transportation","Federal Highway Administration",1678,"Virginia HOV Safety Demonstration Project, Federal Highway Administration, Transportation",0,0
"Department of Transportation","Federal Highway Administration",1680,"Urban Airport Access Safety Demonstration Project, Federal Highway Administration, Transportation",0,0
"Department of Transportation","Federal Highway Administration",1681,"Expressway Safety Improvement Demonstration Project, Federal Highway Administration, Transportation",0,511258
"Department of Transportation","Federal Highway Administration",1682,"Alabama Feasibility Study, Federal Highway Administration, Transportation",0,0
"Department of Transportation","Federal Highway Administration",1683,"Ebensburg Bypass Demonstration Project, Federal Highway Administration, Transportation",0,0
"Department of Transportation","Federal Highway Administration",1684,"Highway Demonstration Projects, Preliminary Engineering, Federal Highway Administration, Transportation",0,3921769
"Department of Transportation","Federal Highway Administration",1686,"Corridor G Improvement Project, Federal Highway Administration, Transportation",0,0
"Department of Transportation","Federal Highway Administration",1687,"Corning Bypass Safety Demonstration Project, Federal Highway Administration, Transportation",0,0
"Department of Transportation","Federal Highway Administration",1688,"Spring Mountain Demonstration Project, Federal Highway Administration, Transportation",0,0
"Department of Transportation","Federal Highway Administration",1689,"Ottumwa Road Extension Project, Federal Highway Administration",0,0
"Department of Transportation","Federal Highway Administration",1690,"Turquoise Trail Project, Federal Highway Administration, Transportation",0,0
"Department of Transportation","Federal Highway Administration",1691,"Highway 20 Realignment Project, Federal Highway Administration, Transportation",0,0
"Department of Transportation","Federal Highway Administration",1692,"Ramp Relocation and Reconstruction Demonstration Project, Federal Highway Administration, Transportation",0,0
"Department of Transportation","Federal Highway Administration",1693,"Corridor D Improvement Project, Federal Highway Administration, Transportation",0,0
"Department of Transportation","Federal Highway Administration",1694,"Highway Demonstration Projects, Federal Highway Administration, Transportation",3320460.45,320858.54
"Department of Transportation","Federal Highway Administration",1646,"Appalachian Corridor Improvement Project, Federal Highway Administration, Transportation",0,0
"Department of Transportation","Federal Highway Administration",1647,"Congestion Mitigation, Federal Highway Administration, Transportation",0,0
"Department of Transportation","Federal Highway Administration",1648,"Cross Westchester Expressway, Federal Highway Administration, Transportation",0,0
"Department of Transportation","Federal Highway Administration",1650,"Schenectady Bridge, Federal Highway Administration, Transportation",0,0
"Department of Transportation","Federal Highway Administration",1700,"Woodrow Wilson Memorial Bridge, Federal Highway Administration, Transportation",0,0
"Department of Transportation","Federal Highway Administration",1656,"Surface Transportation Priorities, Federal Highway Administration, Transportation",4011982.54,95092122.05
"Department of Transportation","Federal Highway Administration",1635,"Emergency Relief Program, Federal Highway Administration, Transportation",405897879.22,2321734156.31
"Department of Transportation","Federal Highway Administration",1661,"I-35W Bridge Repair and Reconstruction, Federal Highway Administration, Transportation",0,140000
"Department of Transportation","Federal Highway Administration",1695,"Appalachian Development System, Federal Highway Administration, Transportation",2722129,45212745.79
"Department of Transportation","Federal Highway Administration",1699,"Alabama and West Virginia Highway Projects, Federal Highway Administration, Transportation",0,0
"Department of Transportation","Federal Highway Administration",1660,"State Infrastructure Banks, Federal Highway Administration, Transportation",0,1375400
"Department of Transportation","Federal Highway Administration",1654,"Payment to the Highway Trust Fund, Federal Highway Administration, Transportation",0,0
"Department of Transportation","Federal Highway Administration",1658,"TIFIA General Fund Program Account, Federal Highway Administration, Transportation",0,262118.44
"Department of Transportation","Federal Highway Administration",1851,"Right-of-Way Revolving Fund, Liquidation of Contract Authorization, Trust Fund, Federal Highway Administration, Transportation",0,0
"Department of Transportation","Federal Highway Administration",1821,"Highway Trust Fund - Treasury Managed, Transportation",0,0
"Department of Transportation","Federal Highway Administration",1819,"Federal-Aid Highways, Liquidation of Contract Authorization, Federal Highway Administration, Transportation",13294293629.66,14653927888.05
"Department of Transportation","Federal Highway Administration",1815,"Appalachian Development Highway System, Federal Highway Administration, Transportation",0,91962.68
"Department of Transportation","Federal Highway Administration",1852,"Technical Assistance, United States Dollars Advanced from Foreign Governments, Federal Highway Administration, Transportation",0,196931.07
"Department of Transportation","Federal Highway Administration",1810,"Advances from State Cooperating Agencies, Foreign Governments, and Other Federal Agencies, Federal Highway Administration, Transportation",9897868.57,164209812.64
"Department of Transportation","Federal Highway Administration",1832,"Contributions for Highway Research Program, Federal Highway Administration, Transportation",115400,942316.24
"Department of Transportation","Federal Highway Administration",1833,"Cooperative Work, Forest Highways, Federal Highway Administration, Transportation",0,3115092.83
"Department of Transportation","Federal Highway Administration",1840,"International Highway Transportation Outreach Program, Federal Highway Administration, Transportation",0,266289.73
"Department of Transportation","Federal Highway Administration",1857,"Equipment, Supplies, Etc., for Cooperating Countries, Federal Highway Administration, Transportation",0,6708.74
"Department of Transportation","Federal Highway Administration",1845,"Urban Highway Corridor and Bicycle Transportation Demonstration Projects, Federal Highway Administration, Transportation",0,0
"Department of Transportation","Federal Highway Administration",1839,"Highway Demonstration Projects, Federal Highway Administration, Transportation",0,0
"Department of Transportation","Federal Highway Administration",1797,"Intermodal Urban Demonstration Project, Federal Highway Administration, Transportation",0,2254065.76
"Department of Transportation","Federal Highway Administration",1798,"Carpool and Vanpool Projects, Federal Highway Administration",0,0
"Department of Transportation","Federal Highway Administration",1800,"Trust Fund Share of Other Highway Programs, Federal Highway Administration, Transportation",0,302094.56
