"source","target","value","type"
"Flood Mitigation Assistance","Federal Emergency Management Agency",240000,"grant"
"Food and Agriculture Service Learning Program ","National Institute of Food and Agriculture",652662,"grant"
"Food Distribution Program on Indian Reservations","Food and Nutrition Service",99965,"grant"
"Food Insecurity Nutrition Incentive Grants Program ","National Institute of Food and Agriculture",82223,"grant"
"Food Safety and Security Monitoring Project","Food and Drug Administration",1125996,"grant"
"Food Safety Cooperative Agreements","Food Safety and Inspection Service",833700,"grant"
"Foreign Assistance to American Schools and Hospitals Abroad (ASHA)","Agency for International Development",4400100,"grant"
"Forest Health Protection","Forest Service",4647779.54,"grant"
"Forest Legacy Program","Forest Service",71481.43,"grant"
"Forest Stewardship Program","Forest Service",383705.46,"grant"
"Forestry Research","Forest Service",1604016.13,"grant"
"Forests and Woodlands Resource Management","Bureau of Land Management",31992.63,"grant"
"Formula Grants for Rural Areas","Federal Transit Administration",1431394,"grant"
"Fossil Energy Research and Development","Department of Energy",125295507.41,"grant"
"Foster Care Title IV-E","Administration for Children and Families",4250000,"grant"
"Foster Grandparent Program","Corporation for National and Community Service",3154492.69,"grant"
"Fund for the Improvement of Education","Department of Education",39315654.06,"grant"
"Fund for the Improvement of Postsecondary Education","Department of Education",5781615.75,"grant"
"Gaining Early Awareness and Readiness for Undergraduate Programs","Department of Education",188576270.47,"grant"
"Gap Analysis ","U.S. Geological Survey",776907.74,"grant"
"General Department of State Assistance","Department of State",3122286,"grant"
"General Research and Technology Activity","Assistant Secretary for Policy Development and Research",2286550.47,"grant"
"Geodetic Surveys and Services (Geodesy and Applications of the National Geodetic Reference System)","National Oceanic and Atmospheric Administration",11081127,"grant"
"Global AIDS","Centers for Disease Control and Prevention",311638186,"grant"
"Global Development Alliance","Agency for International Development",400000,"grant"
"Good Neighbor Authority ","Forest Service",511775.12,"grant"
"Graduate Assistance in Areas of National Need","Department of Education",20983133.07,"grant"
"Graduate Psychology Education","Health Resources and Services Administration",6726476,"grant"
"Grants for Education, Prevention, and Early Detection of Radiogenic Cancers and Diseases","Health Resources and Services Administration",438390,"grant"
"Grants for New and Expanded Services under the Health Center Program","Health Resources and Services Administration",34167950,"grant"
"Grants for Primary Care Training and Enhancement","Health Resources and Services Administration",45975263,"grant"
"Grants to Increase Organ Donations","Health Resources and Services Administration",5398053,"grant"
"Grants to Provide Outpatient Early Intervention Services with Respect to HIV Disease","Health Resources and Services Administration",32047136,"grant"
"Grants to Reduce Domestic Violence, Dating Violence, Sexual Assault, and Stalking on Campus","Offices, Boards and Divisions",17706864.97,"grant"
"Grants to Reduce Domestic Violence, Dating Violence, Sexual Assault, and Stalking on Campus","Office of Justice Programs",765142.98,"grant"
"Grants to States","Institute of Museum and Library Services",8736714,"grant"
"Grants to States for Operation of State Offices of Rural Health","Health Resources and Services Administration",1792457,"grant"
"Grants to States to Support Oral Health Workforce Activities","Health Resources and Services Administration",1854357,"grant"
"Great Apes Conservation Fund","U.S. Fish and Wildlife Service",242318.4,"grant"
"Great Lakes Program","Environmental Protection Agency",6694703,"grant"
"Great Lakes Restoration","U.S. Fish and Wildlife Service",2109684.48,"grant"
"Gulf Coast Ecosystem Restoration Science, Observation, Monitoring, and Technology ","National Oceanic and Atmospheric Administration",3392380.31,"grant"
"Gulf of Mexico Program","Environmental Protection Agency",1778769,"grant"
"Harold Rogers Prescription Drug Monitoring Program","Office of Justice Programs",2996603.88,"grant"
"Head Start","Administration for Children and Families",235407546,"grant"
"Health Careers Opportunity Program","Health Resources and Services Administration",12975335,"grant"
"Health Professions Recruitment Program for Indians","Indian Health Service",3506394,"grant"
"Health Professions Student Loans, Including Primary Care Loans/Loans for Disadvantaged Students","Health Resources and Services Administration",20366996,"grant"
"Health Systems Strengthening and HIV/AIDS Prevention, Care and Treatment under the President's Emergency Plan for AIDS Relief ","Health Resources and Services Administration",36175893,"grant"
"Healthy Communities Access Program","Centers for Disease Control and Prevention",149730,"grant"
"Healthy Communities Grant Program","Environmental Protection Agency",25000,"grant"
"Healthy Marriage Promotion and Responsible Fatherhood Grants","Administration for Children and Families",18768903,"grant"
"Healthy Start Initiative","Health Resources and Services Administration",4705651,"grant"
"High Intensity Drug Trafficking Areas Program","Office of the National Drug Control Policy",23304837.64,"grant"
"Higher Education - Institution Challenge Grants Program","National Institute of Food and Agriculture",5907089.35,"grant"
"Higher Education - Multicultural Scholars Grant Program","National Institute of Food and Agriculture",652216.34,"grant"
"Higher Education Institutional Aid","Department of Education",836336424.62,"grant"
"Highway Research and Development Program","Federal Highway Administration",5325881.95,"grant"
"Highway Research and Development Program","Immediate Office of the Secretary of Transportation",486921,"grant"
"Highway Training and Education","Federal Highway Administration",1898900,"grant"
"Hispanic Serving Institutions Education Grants","National Institute of Food and Agriculture",9158193.84,"grant"
"Historic Preservation Fund Grants-In-Aid","National Park Service",4695353,"grant"
"Historic Preservation Fund Grants-In-Aid","Institute of Museum and Library Services",800590,"grant"
"HIV Demonstration, Research, Public and Professional Education Projects","Centers for Disease Control and Prevention",7423280,"grant"
"HIV Emergency Relief Project Grants","Health Resources and Services Administration",15966955,"grant"
"HIV Prevention Activities Health Department Based","Centers for Disease Control and Prevention",399986,"grant"
"HIV Prevention Activities Non-Governmental Organization Based","Centers for Disease Control and Prevention",4723312,"grant"
"HIV-Related Training and Technical Assistance","Health Resources and Services Administration",28777021,"grant"
"Homeland Security Agricultural","National Institute of Food and Agriculture",7049188.63,"grant"
"Homeland Security Preparedness Technical Assistance Program","Federal Emergency Management Agency",74000000,"grant"
"Homeless Veterans' Reintegration Program ","Veterans Employment and Training Services",6704.68,"grant"
"Hospital Preparedness Program (HPP) Ebola Preparedness and Response Activities","Office of Assistant Secretary for Preparedness and Response",3000000,"grant"
"Hurricane Education Recovery","Department of Education",5305558,"grant"
"Hurricane Sandy Disaster Relief Activities-FWS","U.S. Fish and Wildlife Service",2638728.77,"grant"
"IIP Individual Grants","Department of State",4201166,"grant"
"Immunization Cooperative Agreements","Centers for Disease Control and Prevention",199734,"grant"
"Impact Aid","Department of Education",5018790.14,"grant"
"Indian Adult Education","Bureau of Indian Affairs and Bureau of Indian Education",628162,"grant"
"Indian Education -- Special Programs for Indian Children","Department of Education",15325514.46,"grant"
"Indian Education Facilities, Operations, and Maintenance","Bureau of Indian Affairs and Bureau of Indian Education",181239,"grant"
"Indian Education Grants to Local Educational Agencies","Department of Education",95151,"grant"
"Indian Education Higher Education Grant ","Bureau of Indian Affairs and Bureau of Indian Education",1042522,"grant"
"Indian Employment Assistance","Bureau of Indian Affairs and Bureau of Indian Education",257356,"grant"
"Indian Housing Assistance","Bureau of Indian Affairs and Bureau of Indian Education",165,"grant"
"Indian Post Secondary Schools","Bureau of Indian Affairs and Bureau of Indian Education",3750865,"grant"
"Indian School Equalization ","Bureau of Indian Affairs and Bureau of Indian Education",2008350,"grant"
"Indian Schools Student Transportation","Bureau of Indian Affairs and Bureau of Indian Education",8330,"grant"
"Indian Self-Determination","Indian Health Service",349813,"grant"
"Innovations in Applied Public Health Research","Centers for Disease Control and Prevention",1500000,"grant"
"Innovations in Applied Public Health Research","National Institutes of Health",661039,"grant"
"Integrated Ocean Observing System (IOOS)","National Oceanic and Atmospheric Administration",20374471,"grant"
"Interagency Hazardous Materials Public Sector Training and Planning Grants","Pipeline and Hazardous Materials Safety Administration",642120,"grant"
"International Forestry Programs","Forest Service",2374382.69,"grant"
"International Programs to Combat Human Trafficking","Department of State",3978613,"grant"
"International Programs to Support Democracy, Human Rights and Labor","Department of State",175852,"grant"
"Internships, Training and Workshops for the Office of Air and Radiation","Environmental Protection Agency",2230000,"grant"
"Invasive and Noxious Plant Management","Bureau of Land Management",221380.28,"grant"
"Invasive Species","U.S. Fish and Wildlife Service",96415.57,"grant"
"Inventions and Innovations","Department of Energy",325000,"grant"
"Investing in People in The Middle East and North Africa","Department of State",5242232,"grant"
"Investments for Public Works and Economic Development Facilities","Economic Development Administration",27277838,"grant"
"Javits Gifted and Talented Students Education","Department of Education",7757193,"grant"
"John R.  Justice Prosecutors and Defenders Incentive Act","Office of Justice Programs",33678,"grant"
"Justice System Infrastructure Program for Indian Tribes","Office of Justice Programs",300000,"grant"
"Juvenile Justice and Delinquency Prevention","Office of Justice Programs",1435600.31,"grant"
"Juvenile Mentoring Program","Office of Justice Programs",1038431.13,"grant"
"Laboratory Leadership, Workforce Training and Management Development, Improving Public Health Laboratory Infrastructure","Centers for Disease Control and Prevention",300000,"grant"
"Language Grant Program","Department of the Air Force",585914,"grant"
"Laura Bush 21st Century Librarian Program","Institute of Museum and Library Services",6067578.31,"grant"
"Lead Technical Studies Grants","Office of Lead Hazard Control and Healthy Homes",699911,"grant"
"Lead-Based Paint Hazard Control in Privately-Owned Housing","Office of Lead Hazard Control and Healthy Homes",4510263.65,"grant"
"Legacy Resource Management Program","Department of the Army",22164556,"grant"
"Legacy Resource Management Program","Department of the Navy",1949039,"grant"
"Legacy Resource Management Program","Washington Headquarters Services",488264,"grant"
"Local Food Promotion Program","Agricultural Marketing Service",98479,"grant"
"Long Island Sound Program ","Environmental Protection Agency",2291328,"grant"
"Long-Term Surveillance and Maintenance","Department of Energy",1372250,"grant"
"Louisiana State University (LSU) Coastal Marine Institute  (CMI)","Bureau of Ocean Energy Management",346176,"grant"
"Low Income Taxpayer Clinics","Internal Revenue Service",3998024.89,"grant"
"Magnet Schools Assistance","Department of Education",5132792,"grant"
"Manufacturing Extension Partnership","National Institute of Standards and Technology",30785752.13,"grant"
"Marine Mammal Data Program","National Oceanic and Atmospheric Administration",1043104.25,"grant"
"Marine Minerals Activities - Hurricane Sandy","Bureau of Ocean Energy Management",650000,"grant"
"Marine Sanctuary Program","National Oceanic and Atmospheric Administration",585827,"grant"
