"Agency","Subagency","Title","federal_account_code","q","fy","reporting_period_end","Obligation","Unobligated"
"Environmental Protection Agency","Environmental Protection Agency (no sub-agencies)","Reregistration and Expedited Processing Revolving Fund, Environmental Protection Agency","068-4310","3","2017","2017-06-30",14839795.29,41719447.73
"Environmental Protection Agency","Environmental Protection Agency (no sub-agencies)","Revolving Fund for Certification and Other Services, Environmental Protection Agency","068-4311","3","2017","2017-06-30",0,0.11
"Environmental Protection Agency","Environmental Protection Agency (no sub-agencies)","Science and Technology, Environmental Protection Agency","068-0107","3","2017","2017-06-30",610564592.6,325149719.23
"Environmental Protection Agency","Environmental Protection Agency (no sub-agencies)","State and Tribal Assistance Grants, Environmental Protection Agency","068-0103","3","2017","2017-06-30",603678179.69,3208162916.64
"Environmental Protection Agency","Environmental Protection Agency (no sub-agencies)","Water Infrastructure Finance And Innovation Program Account, Environmental Protection Agency","068-0254","3","2017","2017-06-30",825464.08,29174535.92
"Environmental Protection Agency","Environmental Protection Agency (no sub-agencies)","Working Capital Fund, Environmental Protection Agency","068-4565","3","2017","2017-06-30",151377922.39,163529636.17
"Environmental Protection Agency","Other","State and Tribal Assistance Grants - Recovery Act, Environmental Protection Agency","068-0103","3","2017","2017-06-30",0,23065112.35
"General Services Administration","General Activities","Acquisition Workforce Training Fund, General Services Administration","047-5381","3","2017","2017-06-30",8322774.66,18799826.34
"General Services Administration","General Activities","Allowances and Office Staff for Former Presidents, General Services Administration","047-0105","3","2017","2017-06-30",2466633.69,3733868.54
"General Services Administration","General Activities","Asset Proceeds and Space Management Fund, General Services Administration","047-0614","3","2017","2017-06-30",NA,NA
"General Services Administration","General Activities","Civilian Board of Contract Appeals, General Services Administration","047-0610","3","2017","2017-06-30",NA,NA
"General Services Administration","General Activities","Environmental Review Improvement Fund, General Services Administration","047-5640","3","2017","2017-06-30",0,247569.22
"General Services Administration","General Activities","Expenses, Electronic Government (E-Gov) Fund, General Services Administration","047-0600","3","2017","2017-06-30",0,0
"General Services Administration","General Activities","Expenses, Government-Wide Policy, General Services Administration","047-0401","3","2017","2017-06-30",48434295.94,66342744.85
"General Services Administration","General Activities","Expenses, Presidential Transition, General Services Administration","047-0107","3","2017","2017-06-30",5543472.24,4456527.76
"General Services Administration","General Activities","Federal Citizen Services Fund, General Services Administration","047-4549","3","2017","2017-06-30",42307709,42846332.37
"General Services Administration","General Activities","Office of Inspector General - Recovery Act, General Services Administration","047-0112","3","2017","2017-06-30",0,9238.55
"General Services Administration","General Activities","Office of Inspector General, General Services Administration","047-0108","3","2017","2017-06-30",46477283.12,39318996.8
"General Services Administration","General Activities","Operating Expenses, General Services Administration","047-0110","3","2017","2017-06-30",44130870.96,47549037.47
"General Services Administration","General Activities","Pre-Election Presidential Transition, General Services Administration","047-0603","3","2017","2017-06-30",4064360.23,5504617.03
"General Services Administration","General Activities","Small Escrow Amounts, General Services Administration","047-6501","3","2017","2017-06-30",0,0
"General Services Administration","General Activities","Withheld State and Local Taxes, General Services Administration","047-6275","3","2017","2017-06-30",0,0
"General Services Administration","General Activities","Working Capital Fund, General Services Administration","047-4540","3","2017","2017-06-30",544686844.58,234780738.57
"General Services Administration","Real Property Activities","Expenses, Disposal of Surplus Real and Related Personal Property, General Services Administration","047-5254","3","2017","2017-06-30",865032.32,10409616.85
"General Services Administration","Real Property Activities","Federal Buildings Fund - Recovery Act, General Services Administration","047-4543","3","2017","2017-06-30",0,3139372.74
"General Services Administration","Real Property Activities","Federal Buildings Fund, General Services Administration","047-4542","3","2017","2017-06-30",8630221276.55,8113721653.4
"General Services Administration","Real Property Activities","Real Property Relocation, General Services Administration","047-0535","3","2017","2017-06-30",0,11380887.14
"General Services Administration","Real Property Activities","Unconditional Gifts of Real, Personal, or Other Property, General Services Administration","047-8198","3","2017","2017-06-30",0,282147.49
"General Services Administration","Supply and Technology Activities","Acquisition Services Fund, General Services Administration","047-4534","3","2017","2017-06-30",8683263521.43,3891470050.38
"General Services Administration","Supply and Technology Activities","Expenses of Transportation Audit Contracts and Contract Administration, General Services Administration","047-5250","3","2017","2017-06-30",9985516.69,9896142.37
"General Services Administration","Supply and Technology Activities","Proceeds from Sale of Surplus Property, General Services Administration","047-6887","3","2017","2017-06-30",0,0
"General Services Administration","Supply and Technology Activities","Technology Modernization Fund, General Services Administration","047-0616","3","2017","2017-06-30",NA,NA
"National Aeronautics and Space Administration","National Aeronautics and Space Administration (no sub-agencies)","Aeronautics, National Aeronautics and Space Administration","080-0126","3","2017","2017-06-30",385213773.66,297129115.63
"National Aeronautics and Space Administration","National Aeronautics and Space Administration (no sub-agencies)","Construction and Environmental Compliance and Restoration, National Aeronautics and Space Administration","080-0130","3","2017","2017-06-30",252210499.96,498943831.75
"National Aeronautics and Space Administration","National Aeronautics and Space Administration (no sub-agencies)","Education, National Aeronautics and Space Administration","080-0128","3","2017","2017-06-30",59097095.97,59079676.7
"National Aeronautics and Space Administration","National Aeronautics and Space Administration (no sub-agencies)","Endeavor Teacher Fellowship Trust Fund, National Aeronautics and Space Administration","080-8550","3","2017","2017-06-30",0,45718.86
"National Aeronautics and Space Administration","National Aeronautics and Space Administration (no sub-agencies)","Exploration, National Aeronautics and Space Administration","080-0124","3","2017","2017-06-30",3411533125.47,1065206392.93
"National Aeronautics and Space Administration","National Aeronautics and Space Administration (no sub-agencies)","Gifts and Donations, National Aeronautics and Space Administration","080-8980","3","2017","2017-06-30",350000,90669.34
"National Aeronautics and Space Administration","National Aeronautics and Space Administration (no sub-agencies)","Human Space Flight, National Aeronautics and Space Administration","080-0111","3","2017","2017-06-30",53283.14,9944026.88
"National Aeronautics and Space Administration","National Aeronautics and Space Administration (no sub-agencies)","Mission Support, National Aeronautics and Space Administration","080-0112","3","2017","2017-06-30",8.79,1695334.32
"National Aeronautics and Space Administration","National Aeronautics and Space Administration (no sub-agencies)","National Space Grant Program, National Aeronautics and Space Administration","080-8977","3","2017","2017-06-30",0,68851.91
"National Aeronautics and Space Administration","National Aeronautics and Space Administration (no sub-agencies)","Office of Inspector General, National Aeronautics and Space Administration","080-0109","3","2017","2017-06-30",29720213.23,13139518.65
"National Aeronautics and Space Administration","National Aeronautics and Space Administration (no sub-agencies)","Safety, Security and Mission Services, National Aeronautics and Space Administration","080-0122","3","2017","2017-06-30",3669951954.85,2165544794.53
"National Aeronautics and Space Administration","National Aeronautics and Space Administration (no sub-agencies)","Science, Aeronautics and Technology, National Aeronautics and Space Administration","080-0110","3","2017","2017-06-30",3728.54,899612.79
