"Agency","Subagency","Title","federal_account_code","q","fy","reporting_period_end","Obligation","Unobligated"
"Department of the Treasury","Internal Revenue Service","Informant Payments, Internal Revenue Service, Treasury","020-5433","1","2019","2018-12-31",9897239.62,374682760.38
"Department of the Treasury","Internal Revenue Service","Internal Revenue Service, Miscellaneous Retained Fees, Treasury","020-5432","1","2019","2018-12-31",1651091.17,722451554.89
"Department of the Treasury","Internal Revenue Service","Operations Support, Internal Revenue Service, Treasury","020-0919","1","2019","2018-12-31",844632387.39,592639031.16
"Department of the Treasury","Internal Revenue Service","Payment to Issuer of New Clean Renewable Energy Bonds, Internal Revenue Service, Treasury","020-0947","1","2019","2018-12-31",15421056.79,24536043.87
"Department of the Treasury","Internal Revenue Service","Payment to Issuer of Qualified Energy Conservation Bonds, Internal Revenue Service, Treasury","020-0948","1","2019","2018-12-31",12471768.24,26470550.28
"Department of the Treasury","Internal Revenue Service","Payment to Issuer of Qualified School Construction Bonds, Internal Revenue Service, Treasury","020-0946","1","2019","2018-12-31",177120538.14,616959472.44
"Department of the Treasury","Internal Revenue Service","Payment to Issuer of Qualified Zone Academy Bonds, Internal Revenue Service, Treasury","020-0945","1","2019","2018-12-31",12023094.12,49823053.6
"Department of the Treasury","Internal Revenue Service","Payment to United States Virgin Islands and Puerto Rico for Disaster Tax Relief, Internal Revenue Service, Treasury","020-0159","1","2019","2018-12-31",125000000,75000000
"Department of the Treasury","Internal Revenue Service","Payment Where American Opportunity Credit Exceeds Liability for Tax - Recovery Act, Internal Revenue Service, Treasury","020-0932","1","2019","2018-12-31",9731644.2,3406268355.8
"Department of the Treasury","Internal Revenue Service","Payment Where Certain Tax Credits Exceeds Liability for Corporate Tax, Internal Revenue Service, Treasury","020-0931","1","2019","2018-12-31",745265028.79,7761439203.88
"Department of the Treasury","Internal Revenue Service","Payment Where Child Tax Credit Exceeds Liability for Tax, Internal Revenue Service, Treasury","020-0922","1","2019","2018-12-31",170939673.01,34558060326.99
"Department of the Treasury","Internal Revenue Service","Payment Where Earned Income Credit Exceeds Liability for Tax, Internal Revenue Service, Treasury","020-0906","1","2019","2018-12-31",401799186,56746200814
"Department of the Treasury","Internal Revenue Service","Payment Where Health Coverage Tax Credit Exceeds Liability for Tax, Internal Revenue Service, Treasury","020-0923","1","2019","2018-12-31",3680835.34,27319164.66
"Department of the Treasury","Internal Revenue Service","Payment Where Small Business Health Insurance Tax Credit Exceeds Liability for Tax, Internal Revenue Service, Treasury","020-0951","1","2019","2018-12-31",129934.67,4865399.98
"Department of the Treasury","Internal Revenue Service","Private Collection Agent Program, Internal Revenue Service, Treasury","020-5510","1","2019","2018-12-31",5384672.66,22551666.92
"Department of the Treasury","Internal Revenue Service","Refundable Premium Assistance Tax Credit, Internal Revenue Service, Treasury","020-0949","1","2019","2018-12-31",13958557613.47,28742900194.79
"Department of the Treasury","Internal Revenue Service","Refunding Internal Revenue Collections (Indefinite), Treasury","020-0903","1","2019","2018-12-31",38431323537.08,281210181849.06
"Department of the Treasury","Internal Revenue Service","Refunding Internal Revenue Collections, Interest (Indefinite), Treasury","020-0904","1","2019","2018-12-31",484408212.26,998591787.74
"Department of the Treasury","Internal Revenue Service","Special Compliance Personnel Program, Internal Revenue Service, Treasury","020-5622","1","2019","2018-12-31",1208878.26,38173059.34
"Department of the Treasury","Internal Revenue Service","Taxpayer Services, Internal Revenue Service, Treasury","020-0912","1","2019","2018-12-31",563338090.11,125745950.16
"Department of the Treasury","Internal Revenue Service","Therapeutic Discovery Program Grants and Administration, Internal Revenue Service, Treasury","020-0952","1","2019","2018-12-31",1100,8280
"Department of the Treasury","Legal Services Corporation","Payment to the Legal Services Corporation, Legal Services Corporation","020-0501","1","2019","2018-12-31",78556167,18394000
"Department of the Treasury","United States Mint","United States Mint Public Enterprise Fund, Treasury","020-4159","1","2019","2018-12-31",352878784.47,3012409321.24
"Department of Transportation","Federal Aviation Administration","Administrative Services Franchise Fund, Federal Aviation Administration, Transportation","069-4562","1","2019","2018-12-31",148905203.99,682846018.81
"Department of Transportation","Federal Aviation Administration","Airport and Airway Trust Fund - Treasury Managed, Transportation","069-8103","1","2019","2018-12-31",0,0
"Department of Transportation","Federal Aviation Administration","Aviation Insurance Revolving Fund, Transportation","069-4120","1","2019","2018-12-31",543577.77,2287726222.17
"Department of Transportation","Federal Aviation Administration","Aviation User Fees, Federal Aviation Administration, Transportation","069-5422","1","2019","2018-12-31",0,23409346.7
"Department of Transportation","Federal Aviation Administration","Facilities and Equipment, Airport and Airway Trust Fund, Federal Aviation Administration, Transportation","069-8107","1","2019","2018-12-31",514042650.03,3045845968.14
"Department of Transportation","Federal Aviation Administration","Facilities, Engineering and Development, Federal Aviation Administration, Transportation","069-1303","1","2019","2018-12-31",0,1671.6
"Department of Transportation","Federal Aviation Administration","Grants-In-Aid for Airports, Federal Aviation Administration, Transportation","069-2813","1","2019","2018-12-31",0,378100000
"Department of Transportation","Federal Aviation Administration","Grants-In-Aid for Airports, Liquidation of Contract Authorization, Airport and Airway Trust Fund, Federal Aviation Administration, Transportation","069-8106","1","2019","2018-12-31",26046492.48,2629236641.6
"Department of Transportation","Federal Aviation Administration","Operations, Airport and Airway Trust Fund, Federal Aviation Administration, Transportation","069-8104","1","2019","2018-12-31",3346563100,0
"Department of Transportation","Federal Aviation Administration","Operations, Federal Aviation Administration, Transportation","069-1301","1","2019","2018-12-31",2072775371.08,2358840283.86
"Department of Transportation","Federal Aviation Administration","Research, Engineering and Development, Airport and Airway Trust Fund, Federal Aviation Administration, Transportation","069-8108","1","2019","2018-12-31",15167939.47,207550008.8
"Department of Transportation","Federal Highway Administration","Access Highways to Public Recreation Areas on Certain Lakes, Federal Highway Administration, Transportation","069-0503","1","2019","2018-12-31",0,352333.19
"Department of Transportation","Federal Highway Administration","Advances from State Cooperating Agencies, Foreign Governments, and Other Federal Agencies, Federal Highway Administration, Transportation","069-8054","1","2019","2018-12-31",4085243,161988349.16
"Department of Transportation","Federal Highway Administration","Alabama and West Virginia Highway Projects, Federal Highway Administration, Transportation","069-0646","1","2019","2018-12-31",0,0
"Department of Transportation","Federal Highway Administration","Alabama Feasibility Study, Federal Highway Administration, Transportation","069-0581","1","2019","2018-12-31",0,0
"Department of Transportation","Federal Highway Administration","Alabama Highway Bypass Demonstration Project, Federal Highway Administration, Transportation","069-0571","1","2019","2018-12-31",0,0
"Department of Transportation","Federal Highway Administration","Alabama Highway Bypass Demonstration Project, Federal Highway Administration, Transportation","069-8375","1","2019","2018-12-31",0,0
"Department of Transportation","Federal Highway Administration","Alaska Highways, Federal Highway Administration, Transportation","069-0537","1","2019","2018-12-31",0,67434.61
"Department of Transportation","Federal Highway Administration","Appalachian Corridor Improvement Project, Federal Highway Administration, Transportation","069-0521","1","2019","2018-12-31",0,0
"Department of Transportation","Federal Highway Administration","Appalachian Development Highway System, Federal Highway Administration, Transportation","069-8072","1","2019","2018-12-31",0,50000
"Department of Transportation","Federal Highway Administration","Appalachian Development System, Federal Highway Administration, Transportation","069-0640","1","2019","2018-12-31",93826,42222759.54
"Department of Transportation","Federal Highway Administration","Arkansas I-69 Connector, Federal Highway Administration, Transportation","069-0644","1","2019","2018-12-31",0,8857875
"Department of Transportation","Federal Highway Administration","Baltimore-Washington Parkway Trust Fund, Federal Highway Administration, Transportation","069-8014","1","2019","2018-12-31",0,0
"Department of Transportation","Federal Highway Administration","Bikeway Program, Federal Highway Administration, Transportation","069-0507","1","2019","2018-12-31",0,0
"Department of Transportation","Federal Highway Administration","Bridge Capacity Improvement, Federal Highway Administration, Transportation","069-8057","1","2019","2018-12-31",0,0
"Department of Transportation","Federal Highway Administration","Bridge Improvement Demonstration Project, Federal Highway Administration, Transportation","069-0516","1","2019","2018-12-31",0,0
"Department of Transportation","Federal Highway Administration","Carpool and Vanpool Projects, Federal Highway Administration","069-8002","1","2019","2018-12-31",0,0
"Department of Transportation","Federal Highway Administration","Climbing Lane and Highway Safety Demonstration Project, Federal Highway Administration, Transportation","069-0566","1","2019","2018-12-31",0,0
"Department of Transportation","Federal Highway Administration","Climbing Lane and Highway Safety Demonstration Project, Federal Highway Administration, Transportation","069-8374","1","2019","2018-12-31",0,0
"Department of Transportation","Federal Highway Administration","Congestion Mitigation, Federal Highway Administration, Transportation","069-0524","1","2019","2018-12-31",0,0
"Department of Transportation","Federal Highway Administration","Construction and Improvements to Halls Mills Road, New Jersey, Federal Highway Administration, Transportation","069-8061","1","2019","2018-12-31",0,1000000
