"Agency","Subagency","Title","federal_account_code","q","fy","reporting_period_end","Obligation","Unobligated"
"US Agencies - Non-CFO Act","Other International Assistance Programs","Contribution to the International Fund for Agricultural Development, Funds Appropriated to the President","011-1039","2","2019","2019-03-31",0,16275000
"US Agencies - Non-CFO Act","Other International Assistance Programs","Contribution to the Multilateral Investment Guarantee Agency, Funds Appropriated to the President","011-0084","2","2019","2019-03-31",0,0
"US Agencies - Non-CFO Act","Other International Assistance Programs","Contribution to the North American Development Bank, Funds Appropriated to the President","011-1008","2","2019","2019-03-31",0,10000000
"US Agencies - Non-CFO Act","Other International Assistance Programs","Debt Restructuring, Funds Appropriated to the President","011-0091","2","2019","2019-03-31",0,928921.43
"US Agencies - Non-CFO Act","Other International Assistance Programs","Economic Support Fund, Funds Appropriated to the President","072-1037","2","2019","2019-03-31",896627562.92,7234750323.83
"US Agencies - Non-CFO Act","Other International Assistance Programs","Foreign Military Financing Program, Funds Appropriated to the President","011-1082","2","2019","2019-03-31",3745999631.16,3235727567.33
"US Agencies - Non-CFO Act","Other International Assistance Programs","Foreign Military Financing, Direct Loan Program Account, Funds Appropriated to the President","011-1085","2","2019","2019-03-31",0,0
"US Agencies - Non-CFO Act","Other International Assistance Programs","Gifts, Donations and Contributions, Inter-American Foundation, Funds Appropriated to the President","011-8243","2","2019","2019-03-31",0,1373694.32
"US Agencies - Non-CFO Act","Other International Assistance Programs","Global Agriculture and Food Security Program","011-1475","2","2019","2019-03-31",0,15088668
"US Agencies - Non-CFO Act","Other International Assistance Programs","Global Environment Facility, Funds Appropriated to the President","011-0066","2","2019","2019-03-31",0,75719437
"US Agencies - Non-CFO Act","Other International Assistance Programs","International Affairs Technical Assistance","011-1045","2","2019","2019-03-31",26399926.8,80509313.15
"US Agencies - Non-CFO Act","Other International Assistance Programs","International Military Education and Training, Funds Appropriated to the President","011-1081","2","2019","2019-03-31",43866986.53,135542484.62
"US Agencies - Non-CFO Act","Other International Assistance Programs","International Organizations and Programs, Economic Assistance, Funds Appropriated to the President","011-1005","2","2019","2019-03-31",0,-1694744.51
"US Agencies - Non-CFO Act","Other International Assistance Programs","International Organizations and Programs, Funds Appropriated to the Presidend, State","019-1005","2","2019","2019-03-31",0,339000000
"US Agencies - Non-CFO Act","Other International Assistance Programs","Non-Proliferation, Anti-Terrorism, Demining and Related Programs, International Security Assistance, State","011-1075","2","2019","2019-03-31",169074865.22,1914322192.67
"US Agencies - Non-CFO Act","Other International Assistance Programs","Nonproliferation and Disarmament Fund, Funds Appropriated to the President","011-1071","2","2019","2019-03-31",0,35391.19
"US Agencies - Non-CFO Act","Other International Assistance Programs","Pakistan Counterinsurgency Capability Fund, Funds Appropriated to the President","011-1083","2","2019","2019-03-31",0,0
"US Agencies - Non-CFO Act","Other International Assistance Programs","Peacekeeping Operations, Funds Appropriated to the President","011-1032","2","2019","2019-03-31",83271540.95,756727923.32
"US Agencies - Non-CFO Act","Peace Corps","Advances from Foreign Governments, Peace Corps","011-8246","2","2019","2019-03-31",0,0
"US Agencies - Non-CFO Act","Peace Corps","Foreign Service National Separation Liability Trust Fund, Peace Corps","011-8345","2","2019","2019-03-31",0,1043850.92
"US Agencies - Non-CFO Act","Peace Corps","Gifts and Contributions, Peace Corps","011-8245","2","2019","2019-03-31",946148.59,2247551.1
"US Agencies - Non-CFO Act","Peace Corps","Host Country Resident Contractors Separation Liability Fund, Peace Corps","011-5395","2","2019","2019-03-31",0,0
"US Agencies - Non-CFO Act","Peace Corps","Peace Corps, Funds Appropriated to the President","011-0100","2","2019","2019-03-31",189429364.58,189098945.76
"US Agencies - Non-CFO Act","Peace Corps","Readjustment Allowances, Peace Corps","011-6016","2","2019","2019-03-31",0,0
"US Agencies - Non-CFO Act","Privacy and Civil Liberties Oversight Board","Salaries and Expenses, Privacy and Civil Liberties Oversight Board","535-2724","2","2019","2019-03-31",4910666.9,11480349.74
"US Agencies - Non-CFO Act","Railroad Retirement Board","Dual Benefits Payments Account, Railroad Retirement Board","060-0111","2","2019","2019-03-31",9005547.23,17691043.86
"US Agencies - Non-CFO Act","Railroad Retirement Board","Federal Payments to the Railroad Retirement Accounts, Railroad Retirement Board","060-0113","2","2019","2019-03-31",399557513.85,345615937.81
"US Agencies - Non-CFO Act","Railroad Retirement Board","Limitation on Administration, Railroad Retirement Board","060-8237","2","2019","2019-03-31",88339919.28,82144201.77
"US Agencies - Non-CFO Act","Railroad Retirement Board","Limitation on the Office of the Inspector General, Railroad Retirement Board","060-8018","2","2019","2019-03-31",6138194.39,9282649.72
"US Agencies - Non-CFO Act","Railroad Retirement Board","National Railroad Retirement Investment Trust, Railroad Retirement Board","060-8118","2","2019","2019-03-31",1032005587.39,0
"US Agencies - Non-CFO Act","Railroad Retirement Board","Railroad Retirement Account, Railroad Retirement Board","060-8011","2","2019","2019-03-31",2875171605.51,2764780961.49
"US Agencies - Non-CFO Act","Railroad Retirement Board","Railroad Unemployment Insurance Extended Benefit Payments - Recovery Act, Railroad Retirement Board","060-0114","2","2019","2019-03-31",190.66,9283699.83
"US Agencies - Non-CFO Act","Railroad Retirement Board","Railroad Unemployment Insurance Extended Benefits Payments, Railroad Retirement Board","060-0117","2","2019","2019-03-31",933.88,133353130.47
"US Agencies - Non-CFO Act","Railroad Retirement Board","Railroad Unemployment Insurance Trust Fund, Benefit Payments, Railroad Retirement Board","060-8051","2","2019","2019-03-31",75504958.78,77431261.22
"US Agencies - Non-CFO Act","Railroad Retirement Board","Social Security Equivalent Benefit Account, Railroad Retirement Board","060-8010","2","2019","2019-03-31",3792517885.41,3828273327.59
"US Agencies - Non-CFO Act","Securities and Exchange Commission","Investor Protection Fund, Securities and Exchange Commission","050-5567","2","2019","2019-03-31",50639368.33,353953116.06
"US Agencies - Non-CFO Act","Securities and Exchange Commission","Salaries and Expenses, Securities and Exchange Commission","050-0100","2","2019","2019-03-31",703451494.93,1223388704.34
"US Agencies - Non-CFO Act","Securities and Exchange Commission","Securities and Exchange Commission Reserve Fund, Securities and Exchange Commission","050-5566","2","2019","2019-03-31",3214210.26,62449414.09
"US Agencies - Non-CFO Act","Smithsonian Institution","Capital Repair and Restoration, John F. Kennedy Center for the Performing Arts","033-0303","2","2019","2019-03-31",638971.33,24662412.12
"US Agencies - Non-CFO Act","Smithsonian Institution","Operations and Maintenance, John F. Kennedy Center for the Performing Arts","033-0302","2","2019","2019-03-31",2577053.45,3752396.22
"US Agencies - Non-CFO Act","Surface Transportation Board","Salaries and Expenses, Surface Transportation Board","472-0301","2","2019","2019-03-31",16626058.45,27337511.05
"US Agencies - Non-CFO Act","Trade and Development Agency","Trade and Development Agency, Funds Appropriated to the President","011-1001","2","2019","2019-03-31",14271945.76,99074999.06
"US Agencies - Non-CFO Act","United States Court of Appeals for Veterans Claims","Practice Registration Fees, United States Court of Appeals for Veterans Claims","345-5113","2","2019","2019-03-31",18252.9,262866.91
"US Agencies - Non-CFO Act","United States Court of Appeals for Veterans Claims","Salaries and Expenses, United States Court of Appeals for Veterans Claims","345-0300","2","2019","2019-03-31",20254156.25,30825156.39
"US Agencies - Non-CFO Act","United States Court of Appeals for Veterans Claims","United States Court of Appeals for Veterans Claims Retirement Fund","345-8290","2","2019","2019-03-31",1117390.26,47775563.62
"US Agencies - Non-CFO Act","United States Enrichment Corporation Fund","United States Enrichment Coporation Fund","486-4054","2","2019","2019-03-31",0,0
"US Agencies - Non-CFO Act","United States Institute of Peace","Operating Expenses, United States Interagency Council on Homelessness","376-1300","2","2019","2019-03-31",805843.06,534965.57
"Agency for International Development","Agency for International Development (no sub-agencies)","Acquisition of Property Revolving Fund, Agency for International Development","072-4590","3","2019","2019-06-30",0,46299.08
"Agency for International Development","Agency for International Development (no sub-agencies)","Assistance for Eastern Europe and the Baltic States, Funds Appropriated to the President","072-1010","3","2019","2019-06-30",198588.92,3893546.66
"Agency for International Development","Agency for International Development (no sub-agencies)","Assistance for Europe, Eurasia, and Central Asia, Funds Appropriated to the President, US Agency for International Development","072-0306","3","2019","2019-06-30",278161065.74,1269343271.49
"Agency for International Development","Agency for International Development (no sub-agencies)","Assistance for the Independent States of the Former Soviet Union, Funds Appropriated to the President","072-1093","3","2019","2019-06-30",0,7429269.24
"Agency for International Development","Agency for International Development (no sub-agencies)","Assistance for the New Independent States of the Former Soviet Union:  Ukraine Export Credit Insurance Program Account","072-0402","3","2019","2019-06-30",0,19778.82
"Agency for International Development","Agency for International Development (no sub-agencies)","Capital Investment Fund of the United States Agency for International Development, Funds Appropriated to the President","072-0300","3","2019","2019-06-30",6794696.39,238920102.99
"Agency for International Development","Agency for International Development (no sub-agencies)","Child Survival and Health Program Fund, Agency for International Development","072-1095","3","2019","2019-06-30",4339631.98,38184701.63
"Agency for International Development","Agency for International Development (no sub-agencies)","Civilian Stabilization Initiative, Funds Appropriated to the President, Agency for International Development","072-0305","3","2019","2019-06-30",303005.24,1078645.53
"Agency for International Development","Agency for International Development (no sub-agencies)","Demobilization and Transition Fund, Funds Appropriated to the President","072-1500","3","2019","2019-06-30",0,87327.23
"Agency for International Development","Agency for International Development (no sub-agencies)","Development Assistance, Agency for International Development, Funds Appropriated to the President","072-1021","3","2019","2019-06-30",1609980202.69,4564763785.24
"Agency for International Development","Agency for International Development (no sub-agencies)","Development Credit Authority, United States Agency for International Development","072-1264","3","2019","2019-06-30",9096201.45,31390384.95
"Agency for International Development","Agency for International Development (no sub-agencies)","Development Loan Fund, Executive","072-4103","3","2019","2019-06-30",3718872.98,162571371.4
"Agency for International Development","Agency for International Development (no sub-agencies)","Education and Human Resources Development, Development Assistance, Economic Assistance, Funds Appropriated to the President","072-1025","3","2019","2019-06-30",0,2649022.09
