"Agency","Subagency","Title","federal_account_code","q","fy","reporting_period_end","Obligation","Unobligated"
"Department of the Treasury","Departmental Offices","Salaries and Expenses, Departmental Offices, Treasury","020-0101","2","2018","2018-03-31",157190102.4,90320600.47
"Department of the Treasury","Departmental Offices","Salaries and Expenses, Office of Inspector General, Treasury","020-0106","2","2018","2018-03-31",17281253.25,28097738.8
"Department of the Treasury","Departmental Offices","Salaries and Expenses, Office of Terrorism and Financial Intelligence, Departmental Offices, Treasury","020-1804","2","2018","2018-03-31",39603872.9,46319230.42
"Department of the Treasury","Departmental Offices","Salaries and Expenses, Treasury Inspector General for Tax Administration, Departmental Offices, Treasury","020-0119","2","2018","2018-03-31",84074149.44,19520998.47
"Department of the Treasury","Departmental Offices","Small Business Lending Fund, Departmental Offices, Treasury","020-0141","2","2018","2018-03-31",2926504.34,9243495.66
"Department of the Treasury","Departmental Offices","Social Impact Demonstration Projects, Departmental Offices, Treasury","020-0146","2","2018","2018-03-31",0,100000000
"Department of the Treasury","Departmental Offices","Special Inspector General for the Troubled Asset Relief Program, Salaries and Expenses, Departmental Offices, Treasury","020-0133","2","2018","2018-03-31",18209033.35,28348026.46
"Department of the Treasury","Departmental Offices","State Small Business Credit Initiative, Departmental Offices, Treasury","020-0142","2","2018","2018-03-31",302680.15,7225270.17
"Department of the Treasury","Departmental Offices","Terrorism Insurance Program, Departmental Offices, Treasury","020-0123","2","2018","2018-03-31",1500164.76,1615835.24
"Department of the Treasury","Departmental Offices","Treasury Forfeiture Fund, Treasury","020-5697","2","2018","2018-03-31",310807868.02,1802250580.8
"Department of the Treasury","Departmental Offices","Treasury Franchise Fund, Treasury","020-4560","2","2018","2018-03-31",368687371.88,417795520.03
"Department of the Treasury","Departmental Offices","Troubled Asset Relief Program, Housing Programs, Departmental Offices, Treasury","020-0136","2","2018","2018-03-31",11146,4123862.64
"Department of the Treasury","District of Columbia, District of Columbia Courts","District of Columbia Judicial Retirement and Survivor's Annuity Fund, Treasury","020-8212","2","2018","2018-03-31",6426568.94,10947385.09
"Department of the Treasury","District of Columbia, District of Columbia Courts","Federal Payment to the District of Columbia Judicial Survivors and Annuity Fund, Treasury","020-1713","2","2018","2018-03-31",0,15600000
"Department of the Treasury","District of Columbia, District of Columbia General and Special Payments","District of Columbia Federal Pension Fund, Treasury","020-5511","2","2018","2018-03-31",380488793.44,478087090.78
"Department of the Treasury","District of Columbia, District of Columbia General and Special Payments","Federal Payment for Emergency Planning and Security Costs in the District of Columbia, Treasury","020-1771","2","2018","2018-03-31",0,8123193
"Department of the Treasury","District of Columbia, District of Columbia General and Special Payments","Federal Payment for Judicial Commissions, Treasury","020-1822","2","2018","2018-03-31",0,565000
"Department of the Treasury","District of Columbia, District of Columbia General and Special Payments","Federal Payment for Resident Tuition Support, Treasury","020-1736","2","2018","2018-03-31",0,22226508
"Department of the Treasury","District of Columbia, District of Columbia General and Special Payments","Federal Payment for School Improvement, Treasury","020-1817","2","2018","2018-03-31",0,25004820
"Department of the Treasury","District of Columbia, District of Columbia General and Special Payments","Federal Payment for Testing and Treatment of HIV/AIDS, Treasury","020-1824","2","2018","2018-03-31",0,2778312
"Department of the Treasury","District of Columbia, District of Columbia General and Special Payments","Federal Payment for the District of Columbia National Guard, Treasury","020-1701","2","2018","2018-03-31",0,435000
"Department of the Treasury","District of Columbia, District of Columbia General and Special Payments","Federal Payment for Water and Sewer Services, Treasury","020-4446","2","2018","2018-03-31",61966333.39,0
"Department of the Treasury","District of Columbia, District of Columbia General and Special Payments","Federal Payment to the Criminal Justice Coordinating Council, Treasury","020-1818","2","2018","2018-03-31",0,2000000
"Department of the Treasury","District of Columbia, District of Columbia General and Special Payments","Federal Payment to the District of Columbia Water and Sewer Authority, Treasury","020-1796","2","2018","2018-03-31",0,1150800
"Department of the Treasury","District of Columbia, District of Columbia General and Special Payments","Federal Payment to the Federal District of Columbia Pension Fund, Treasury","020-1714","2","2018","2018-03-31",0,451800000
"Department of the Treasury","Federal Financing Bank","Federal Financing Bank Revolving Fund, Treasury","020-4521","2","2018","2018-03-31",416987601.46,3970410190.14
"Department of the Treasury","Financial Crimes Enforcement Network","Salaries and Expenses, Financial Crimes Enforcement Network","020-0173","2","2018","2018-03-31",59517868.77,57137598.1
"Department of the Treasury","Fiscal Service","Administering the Public Debt, Bureau of the Fiscal Service, Treasury","020-0560","2","2018","2018-03-31",0,3327450.18
"Department of the Treasury","Fiscal Service","Cheyenne River Sioux Tribe Terrestrial Wildlife Habitat Restoration Trust Fund, Bureau of the Fiscal Service, Treasury","020-8209","2","2018","2018-03-31",887956,938352.88
"Department of the Treasury","Fiscal Service","Claims for Contract Disputes (Indefinite), Bureau of the Fiscal Service, Treasury","020-1743","2","2018","2018-03-31",117532507.12,242467492.88
"Department of the Treasury","Fiscal Service","Claims for Damages (Indefinite), Bureau of the Fiscal Service, Treasury","020-1742","2","2018","2018-03-31",1485228.68,514771.32
"Department of the Treasury","Fiscal Service","Credit Reform:  Interest Paid on Uninvested Funds (Indefinite),  Bureau of the Fiscal Service, Treasury","020-1880","2","2018","2018-03-31",4166224622.35,6985775377.65
"Department of the Treasury","Fiscal Service","Debt Collection Fund, Bureau of the Fiscal Service, Treasury","020-5445","2","2018","2018-03-31",93295128.59,155630811.97
"Department of the Treasury","Fiscal Service","Esther Cattell Schmitt Gift Fund, Bureau of the Fiscal Service, Treasury","020-8902","2","2018","2018-03-31",6000,412254.52
"Department of the Treasury","Fiscal Service","Federal Interest Liabilities to the States, Bureau of the Fiscal Service, Treasury","020-1877","2","2018","2018-03-31",387252,1392748
"Department of the Treasury","Fiscal Service","Federal Reserve Bank Reimbursement Fund,  Bureau of the Fiscal Service, Treasury","020-1884","2","2018","2018-03-31",309135331.21,320119738.76
"Department of the Treasury","Fiscal Service","Financial Agent Services, Bureau of the Fiscal Service, Treasury","020-1802","2","2018","2018-03-31",398435234.3,455220943.07
"Department of the Treasury","Fiscal Service","Gulf Coast Restoration Trust Fund, Bureau of the Fiscal Service, Treasury","020-8625","2","2018","2018-03-31",34186773.68,1037812308.27
"Department of the Treasury","Fiscal Service","HOPE Reserve Fund, Bureau of the Fiscal Service, Treasury","020-5581","2","2018","2018-03-31",0,86000000
"Department of the Treasury","Fiscal Service","Interest on Uninvested Funds (Indefinite),  Bureau of the Fiscal Service, Treasury","020-1860","2","2018","2018-03-31",8026639.23,13973360.77
"Department of the Treasury","Fiscal Service","Judgements, Court of Claims (Indefinite), Bureau of the Fiscal Service, Treasury","020-1740","2","2018","2018-03-31",548479934.12,888520065.88
"Department of the Treasury","Fiscal Service","Judgements, United States Courts (Indefinite), Bureau of the Fiscal Service, Treasury","020-1741","2","2018","2018-03-31",361077213.73,214922786.27
"Department of the Treasury","Fiscal Service","Lower Brule Sioux Tribe Terrestrial Wildlife Habitat Restoration Trust Fund,  Bureau of the Fiscal Service, Treasury","020-8207","2","2018","2018-03-31",185439,243029.13
"Department of the Treasury","Fiscal Service","Payment of Government Losses in Shipment, Bureau of the Fiscal Service, Treasury","020-1710","2","2018","2018-03-31",478618.41,642181.59
"Department of the Treasury","Fiscal Service","Payment to the Resolution Funding Corporation, Bureau of the Fiscal Service, Treasury","020-1851","2","2018","2018-03-31",1314156291.37,1313843708.63
"Department of the Treasury","Fiscal Service","Premium/Discount on Buyback of U.S. Treasury Securities, Bureau of the Fiscal Service, Treasury","020-0503","2","2018","2018-03-31",0,617833.6
"Department of the Treasury","Fiscal Service","Public Debt Principal (Indefinite), Treasury","020-0500","2","2018","2018-03-31",0,905925922294.2
"Department of the Treasury","Fiscal Service","Refund of Moneys Erroneously Received and Covered (Indefinite), Treasury","020-1807","2","2018","2018-03-31",14992711.3,45007288.7
"Department of the Treasury","Fiscal Service","Reimbursements to Federal Reserve Banks, Bureau of the Fiscal Service, Treasury","020-0562","2","2018","2018-03-31",80991321.09,77062453.2
"Department of the Treasury","Fiscal Service","Relief of Individuals and Others by Private and Public Laws, Bureau of the Fiscal Service, Treasury","020-1706","2","2018","2018-03-31",0,0
"Department of the Treasury","Fiscal Service","Restitution of Forgone Interest, Bureau of the Fiscal Service, Treasury","020-1875","2","2018","2018-03-31",1401574351.22,0
"Department of the Treasury","Fiscal Service","Salaries and Expenses, Bureau of the Fiscal Service, Treasury","020-0520","2","2018","2018-03-31",334456306.59,79400503.22
"Department of the Treasury","Fiscal Service","Salaries and Expenses, Bureau of the Fiscal Service, Treasury","020-1801","2","2018","2018-03-31",394920.86,9295539.51
"Department of the Treasury","Fiscal Service","Sinking Fund, Treasury","020-0575","2","2018","2018-03-31",0,50475963505.22
"Department of the Treasury","Fiscal Service","United States Treasury Check Forgery Insurance Fund,  Bureau of the Fiscal Service, Treasury","020-4109","2","2018","2018-03-31",2252783.92,6465290.31
"Department of the Treasury","Interest on the Public Debt","Interest on the Public Debt (Indefinite), Bureau of the Fiscal Service, Treasury","020-0550","2","2018","2018-03-31",240522274208.02,272174109648.05
