"Recipient","agency","subagency","product_or_service_code","product_or_service_description","obligation","parent","parent_name","icon"
"The University of Texas at Austin","Department of Defense","Department of the Navy","AD24","SERVICES (ENGINEERING)",35813843.68,"AD","DEFENSE (OTHER) R&D","137-fighter-plane.svg"
"The University of Texas at Austin","Department of Defense","Department of the Navy","AD91","OTHER DEFENSE (BASIC)",35000,"AD","DEFENSE (OTHER) R&D","137-fighter-plane.svg"
"The University of Texas at Austin","Department of Defense","Department of the Navy","AD92","R&D- DEFENSE OTHER: OTHER (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)",4943567.08,"AD","DEFENSE (OTHER) R&D","137-fighter-plane.svg"
"The University of Texas at Austin","Department of Defense","Department of the Navy","R425","ENGINEERING AND TECHNICAL SERVICES",15065087.35,"R4","PROFESSIONAL SERVICES","071-strategy.svg"
"The University of Texas at Austin","Department of Defense","Department of the Navy","U005","EDUCATION/TRAINING- TUITION/REGISTRATION/MEMBERSHIP FEES",488702.61,"U0","EDUCATION & TRAINING SERVICES","076-classroom.svg"
"The University of Texas at Austin","Department of Defense","U.S. Army Corps of Engineers - Civil Program Financing Only","U005","EDUCATION/TRAINING- TUITION/REGISTRATION/MEMBERSHIP FEES",39600,"U0","EDUCATION & TRAINING SERVICES","076-classroom.svg"
"The University of Texas at Austin","Department of Defense","U.S. Special Operations Command","AJ97","R&D- GENERAL SCIENCE/TECHNOLOGY: OTHER (COMMERCIALIZED)",14218,"AJ","GEN. SCIENCE & TECHNOLOGY R&D","190-idea.svg"
"The University of Texas at Austin","Department of Energy","Department of Energy","6910","TRAINING AIDS",40595,"69","TRAINING AIDS & DEVICES","066-presentation-1.svg"
"The University of Texas at Austin","Department of Homeland Security","National Protection and Programs Directorate","B599","OTHER SPECIAL STUDIES AND ANALYSES",573390,"B5","SPECIAL STUDIES - NOT R&D","182-books.svg"
"The University of Texas at Austin","Department of State","Department of State","J061","MAINT-REP OF POWER DISTRIBUTION EQ",40595,"J0","MAINTENANCE & REPAIR OF EQUIPMENT","218-grinder.svg"
"The University of Texas at Austin","Department of the Interior","National Park Service","U099","OTHER ED & TRNG SVCS",25000,"U0","EDUCATION & TRAINING SERVICES","076-classroom.svg"
"The University of Texas at Austin","Department of the Interior","U.S. Geological Survey","B517","SPECIAL STUDIES/ANALYSIS- GEOLOGICAL",23330,"B5","SPECIAL STUDIES - NOT R&D","182-books.svg"
"The University of Texas at Austin","Department of Transportation","Federal Highway Administration","U005","EDUCATION/TRAINING- TUITION/REGISTRATION/MEMBERSHIP FEES",3811,"U0","EDUCATION & TRAINING SERVICES","076-classroom.svg"
"The University of Texas at Austin","Department of Veterans Affairs","Department of Veterans Affairs","U005","EDUCATION/TRAINING- TUITION/REGISTRATION/MEMBERSHIP FEES",39600,"U0","EDUCATION & TRAINING SERVICES","076-classroom.svg"
"The University of Texas at Austin","General Services Administration","Public Buildings Service","R408","SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT",40595,"R4","PROFESSIONAL SERVICES","071-strategy.svg"
"The University of Texas at Austin","National Aeronautics and Space Administration","National Aeronautics and Space Administration","AR12","R&D-AERO & SPACE TECH-A RES/EXPL DE",2728011,"AR","SPACE R&D","187-satellite.svg"
"The University of Texas at Austin","National Aeronautics and Space Administration","National Aeronautics and Space Administration","AR24","R&D-SPACE SCIENCE & APPL-ENG DEV",693789,"AR","SPACE R&D","187-satellite.svg"
"The University of Texas at Austin","National Aeronautics and Space Administration","National Aeronautics and Space Administration","AR91","R&D-OTHER SPACE-B RES",729000,"AR","SPACE R&D","187-satellite.svg"
"The University of Texas at Austin","National Aeronautics and Space Administration","National Aeronautics and Space Administration","U005","EDUCATION/TRAINING- TUITION/REGISTRATION/MEMBERSHIP FEES",40595,"U0","EDUCATION & TRAINING SERVICES","076-classroom.svg"
"The University of Texas at Austin","National Aeronautics and Space Administration","National Aeronautics and Space Administration","U099","OTHER ED & TRNG SVCS",24995,"U0","EDUCATION & TRAINING SERVICES","076-classroom.svg"
"The University of Texas at Austin","National Archives and Records Administration","National Archives and Records Administration","S201","HOUSEKEEPING- CUSTODIAL JANITORIAL",1654872.58,"S2","HOUSEKEEPING SERVICES","062-maid-1.svg"
"The University of Texas at Austin","National Archives and Records Administration","National Archives and Records Administration","S206","HOUSEKEEPING- GUARD",1428397.76,"S2","HOUSEKEEPING SERVICES","062-maid-1.svg"
"The University of Texas at Austin","Nuclear Regulatory Commission","Nuclear Regulatory Commission","AZ11","R&D-OTHER R & D-B RES",239596.33,"AZ","OTHER R&D","176-microscope.svg"
"The University of Texas at Austin","Peace Corps","Peace Corps","U009","EDUCATION/TRAINING- GENERAL",22391,"U0","EDUCATION & TRAINING SERVICES","076-classroom.svg"
"The University of Texas at Austin","Smithsonian Institution","Smithsonian Institution","U005","EDUCATION/TRAINING- TUITION/REGISTRATION/MEMBERSHIP FEES",40595,"U0","EDUCATION & TRAINING SERVICES","076-classroom.svg"
"The University of Texas at Austin","Smithsonian Institution","Smithsonian Institution","U099","OTHER ED & TRNG SVCS",20900,"U0","EDUCATION & TRAINING SERVICES","076-classroom.svg"
"The University of Texas at El Paso","Department of Defense","Department of the Air Force","AC62","R&D- DEFENSE SYSTEM: ELECTRONICS/COMMUNICATION EQUIPMENT (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)",199965,"AC","DEFENSE SYSTEMS R&D","136-submarine.svg"
"The University of Texas at El Paso","Department of Defense","Department of the Army","AC61","R&D-ELECTRONICS & COMM EQ-B RES",515515.88,"AC","DEFENSE SYSTEMS R&D","136-submarine.svg"
"The University of Texas at El Paso","Department of Defense","Missile Defense Agency","AC21","R&D-MISSILE & SPACE SYS-B RES",313661,"AC","DEFENSE SYSTEMS R&D","136-submarine.svg"
"The University of Texas at El Paso","Department of Defense","U.S. Army Corps of Engineers - Civil Program Financing Only","B503","STUDY/ARCHEOLOGICAL-PALEONTOLOGICAL",4086.6,"B5","SPECIAL STUDIES - NOT R&D","182-books.svg"
"The University of Texas at El Paso","Department of Health and Human Services","National Institutes of Health","R499","OTHER PROFESSIONAL SERVICES",224730,"R4","PROFESSIONAL SERVICES","071-strategy.svg"
"The University of Texas at El Paso","National Aeronautics and Space Administration","National Aeronautics and Space Administration","AS12","R&D- MODAL TRANSPORTATION: AIR (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)",384184.15,"AS","TRANSPORTATION (MODAL) R&D","194-delivery-truck.svg"
"The University of Texas at El Paso","Peace Corps","Peace Corps","U009","EDUCATION/TRAINING- GENERAL",24408,"U0","EDUCATION & TRAINING SERVICES","076-classroom.svg"
"The University of Texas at El Paso","Smithsonian Institution","Smithsonian Institution","R408","SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT",5846.25,"R4","PROFESSIONAL SERVICES","071-strategy.svg"
"The University of Texas at San Antonio","Department of Defense","Defense Threat Reduction Agency","AD92","R&D- DEFENSE OTHER: OTHER (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)",864369,"AD","DEFENSE (OTHER) R&D","137-fighter-plane.svg"
"The University of Texas at San Antonio","Department of Defense","Department of the Air Force","6910","TRAINING AIDS",22000,"69","TRAINING AIDS & DEVICES","066-presentation-1.svg"
"The University of Texas at San Antonio","Department of Homeland Security","Office of the Under Secretary for Science and Technology","AP21","LAND (BASIC)",1022614,"AP","NATURAL RESOURCES R&D","159-tree-silhouette.svg"
"The University of Texas at San Antonio","Department of Homeland Security","U.S. Coast Guard","U009","EDUCATION/TRAINING- GENERAL",4621.75,"U0","EDUCATION & TRAINING SERVICES","076-classroom.svg"
"The University of Texas Health Science Center at Houston","Department of Defense","Department of the Army","6505","DRUGS AND BIOLOGICALS",12028,"65","MEDICAL, DENTAL, VETERINARY EQUIPMENT","127-stethoscope.svg"
"The University of Texas Health Science Center at Houston","Department of Defense","Department of the Army","6515","MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",52008,"65","MEDICAL, DENTAL, VETERINARY EQUIPMENT","127-stethoscope.svg"
"The University of Texas Health Science Center at Houston","Department of Defense","Department of the Army","6910","TRAINING AIDS",31802,"69","TRAINING AIDS & DEVICES","066-presentation-1.svg"
"The University of Texas Health Science Center at Houston","Department of Defense","Department of the Army","AN93","R&D- MEDICAL: OTHER (ADVANCED DEVELOPMENT)",1375809.44,"AN","MEDICAL R&D","165-medical-stethoscope-variant.svg"
"The University of Texas Health Science Center at Houston","Department of Defense","Department of the Navy","AC51","WEAPONS (BASIC)",15000,"AC","DEFENSE SYSTEMS R&D","136-submarine.svg"
"The University of Texas Health Science Center at Houston","Department of Defense","Department of the Navy","U005","EDUCATION/TRAINING- TUITION/REGISTRATION/MEMBERSHIP FEES",195507.24,"U0","EDUCATION & TRAINING SERVICES","076-classroom.svg"
"The University of Texas Health Science Center at Houston","Department of Health and Human Services","National Institutes of Health","Q301","MEDICAL- LABORATORY TESTING",17800,"Q3","LABORATORY TESTING SERVICES","192-chemistry.svg"
"The University of Texas Health Science Center at Houston","Department of Health and Human Services","National Institutes of Health","R499","OTHER PROFESSIONAL SERVICES",13184,"R4","PROFESSIONAL SERVICES","071-strategy.svg"
"The University of Texas Health Science Center at Houston","Department of Veterans Affairs","Department of Veterans Affairs","AZ12","R&D- OTHER RESEARCH AND DEVELOPMENT (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)",11675.88,"AZ","OTHER R&D","176-microscope.svg"
"The University of Texas Health Science Center at San Antonio","Department of Defense","Department of the Air Force","AD92","R&D- DEFENSE OTHER: OTHER (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)",580644,"AD","DEFENSE (OTHER) R&D","137-fighter-plane.svg"
"The University of Texas Health Science Center at San Antonio","Department of Defense","Department of the Army","AN11","R&D- MEDICAL: BIOMEDICAL (BASIC RESEARCH)",180468.36,"AN","MEDICAL R&D","165-medical-stethoscope-variant.svg"
"The University of Texas Health Science Center at San Antonio","Department of Defense","Department of the Army","AZ11","R&D-OTHER R & D-B RES",136283,"AZ","OTHER R&D","176-microscope.svg"
"The University of Texas Health Science Center at San Antonio","Department of Defense","Department of the Army","U010","EDUCATION/TRAINING- CERTIFICATIONS/ACCREDITATIONS FOR EDUCATIONAL INSTITUTIONS",2326512,"U0","EDUCATION & TRAINING SERVICES","076-classroom.svg"
"The University of Texas Health Science Center at San Antonio","Department of Health and Human Services","National Institutes of Health","AN11","R&D- MEDICAL: BIOMEDICAL (BASIC RESEARCH)",331506.82,"AN","MEDICAL R&D","165-medical-stethoscope-variant.svg"
"The University of Texas Health Science Center at San Antonio","Department of Health and Human Services","National Institutes of Health","R799","OTHER MANAGEMENT SUPPORT SERVICES",60000,"R7","MANAGEMENT SUPPORT SERVICES","214-manager.svg"
"The University of Texas Health Science Center at San Antonio","Department of Veterans Affairs","Department of Veterans Affairs","AN41","HEALTH SERVICES (BASIC)",108418.43,"AN","MEDICAL R&D","165-medical-stethoscope-variant.svg"
"The University of Texas Health Science Center at San Antonio","Department of Veterans Affairs","Department of Veterans Affairs","AN91","OTHER MEDICAL (BASIC)",60000,"AN","MEDICAL R&D","165-medical-stethoscope-variant.svg"
"The University of Texas Health Science Center at San Antonio","Department of Veterans Affairs","Department of Veterans Affairs","AN92","R&D- MEDICAL: OTHER (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)",33000,"AN","MEDICAL R&D","165-medical-stethoscope-variant.svg"
"The University of Texas Health Science Center at San Antonio","Department of Veterans Affairs","Department of Veterans Affairs","B537","MEDICAL AND HEALTH STUDIES",355985.52,"B5","SPECIAL STUDIES - NOT R&D","182-books.svg"
"The University of Texas Health Science Center at San Antonio","Department of Veterans Affairs","Department of Veterans Affairs","Q201","GENERAL HEALTH CARE SERVICES",250000,"Q2","GENERAL HEALTH CARE SERVICES","011-doctor.svg"
"The University of Texas Health Science Center at San Antonio","Department of Veterans Affairs","Department of Veterans Affairs","Q301","MEDICAL- LABORATORY TESTING",5453.55,"Q3","LABORATORY TESTING SERVICES","192-chemistry.svg"
"The University of Texas Health Science Center at San Antonio","Department of Veterans Affairs","Department of Veterans Affairs","Q501","ANESTHESIOLOGY SERVICES",4279075.46,"Q5","MEDICAL, DENTAL, & SURGICAL SERVICES","001-transfusion.svg"
"The University of Texas Health Science Center at San Antonio","Department of Veterans Affairs","Department of Veterans Affairs","Q510","MEDICAL- NEUROLOGY",44000,"Q5","MEDICAL, DENTAL, & SURGICAL SERVICES","001-transfusion.svg"
"The University of Texas Health Science Center at San Antonio","Department of Veterans Affairs","Department of Veterans Affairs","Q513","ORTHOPEDIC SERVICES",98665.8,"Q5","MEDICAL, DENTAL, & SURGICAL SERVICES","001-transfusion.svg"
"The University of Texas Health Science Center at San Antonio","Department of Veterans Affairs","Department of Veterans Affairs","Q522","MEDICAL- RADIOLOGY",271620,"Q5","MEDICAL, DENTAL, & SURGICAL SERVICES","001-transfusion.svg"
"The University of Texas Health Science Center at San Antonio","Department of Veterans Affairs","Department of Veterans Affairs","Q523","MEDICAL- SURGERY",185452.37,"Q5","MEDICAL, DENTAL, & SURGICAL SERVICES","001-transfusion.svg"
"The University of Texas Health Science Center at San Antonio","Department of Veterans Affairs","Department of Veterans Affairs","Q525","UROLOGY SERVICES",1184386.2,"Q5","MEDICAL, DENTAL, & SURGICAL SERVICES","001-transfusion.svg"
"The University of Texas Health Science Center at San Antonio","Department of Veterans Affairs","Department of Veterans Affairs","R416","SUPPORT- PROFESSIONAL: VETERINARY/ANIMAL CARE",12360,"R4","PROFESSIONAL SERVICES","071-strategy.svg"
"The University of Texas Health Science Center at San Antonio","Department of Veterans Affairs","Department of Veterans Affairs","R702","DATA COLLECTION SERVICES",430.25,"R7","MANAGEMENT SUPPORT SERVICES","214-manager.svg"
"The University of Texas MD Anderson Cancer Center","Department of Defense","Department of the Air Force","H165","QUALITY CONTROL- MEDICAL, DENTAL, AND VETERINARY EQUIPMENT AND SUPPLIES",1739,"H1","QUALITY CONTROL SERVICES","064-id-card.svg"
"The University of Texas MD Anderson Cancer Center","Department of Defense","Department of the Air Force","H965","OTHER QC SVCS/MEDICAL-DENTAL-VET EQ",20130,"H9","OTHER QUALITY, TEST, & INSPECTION SERVICES","205-archeologist.svg"
"The University of Texas MD Anderson Cancer Center","Department of Defense","Department of the Navy","R499","OTHER PROFESSIONAL SERVICES",1800,"R4","PROFESSIONAL SERVICES","071-strategy.svg"
"The University of Texas MD Anderson Cancer Center","Department of Health and Human Services","Health Resources and Services Administration","Q508","MEDICAL- HEMATOLOGY",5290755,"Q5","MEDICAL, DENTAL, & SURGICAL SERVICES","001-transfusion.svg"
"The University of Texas MD Anderson Cancer Center","Department of Health and Human Services","National Institutes of Health","8820","LIVE ANIMALS, NOT RAISED FOR FOOD",559200,"88","LIVE ANIMALS","141-plain-dog.svg"
"The University of Texas MD Anderson Cancer Center","Department of Health and Human Services","National Institutes of Health","AN11","R&D- MEDICAL: BIOMEDICAL (BASIC RESEARCH)",2072862.39,"AN","MEDICAL R&D","165-medical-stethoscope-variant.svg"
"The University of Texas MD Anderson Cancer Center","Department of Health and Human Services","National Institutes of Health","AN12","R&D- MEDICAL: BIOMEDICAL (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)",2049933,"AN","MEDICAL R&D","165-medical-stethoscope-variant.svg"
"The University of Texas MD Anderson Cancer Center","Department of Veterans Affairs","Department of Veterans Affairs","AN41","HEALTH SERVICES (BASIC)",440456,"AN","MEDICAL R&D","165-medical-stethoscope-variant.svg"
