"Agency","Subagency","accountID","Title","Obligation","Unobligated"
"Department of Transportation","Office of the Secretary",1627,"New Headquarters Building, Office of the Secretary, Transportation",0,58249.27
"Department of Transportation","Office of the Secretary",1628,"Activities Transferred from Civil Aeronautics Board, Office of the Secretary, Transportation",0,0
"Department of Transportation","Office of the Secretary",1630,"Compensation for General Aviation Operations, Office of the Secretary, Transportation",0,0
"Department of Transportation","Office of the Secretary",1625,"Transportation Planning, Research, and Development, Office of the Secretary, Transportation",1302291.32,14742122.72
"Department of Transportation","Office of the Secretary",1608,"Transportation Research Activities Overseas, Special Foreign Currency Program, Office of the Secretary, Transportation",0,0
"Department of Transportation","Office of the Secretary",1784,"Essential Air Service and Rural Airport Improvement Fund, Office of the Secretary, Transportation",43005175,164429911.6
"Department of Transportation","Office of the Secretary",1778,"Working Capital Fund, Transportation",83444407.67,541802432.9
"Department of Transportation","Office of the Secretary",1629,"Minority Business Resource Center Program, Office of the Secretary, Transportation",33033.98,3227411.02
"Department of Transportation","Office of the Secretary",1834,"Payment to Air Carriers, Office of the Secretary, Transportation",29011341,23840391.25
"Department of Transportation","Federal Aviation Administration",1747,"Operations, Federal Aviation Administration, Transportation",2151394486,1314069431
"Department of Transportation","Federal Aviation Administration",1748,"Facilities, Engineering and Development, Federal Aviation Administration, Transportation",0,1671.6
"Department of Transportation","Federal Aviation Administration",1783,"Aviation User Fees, Federal Aviation Administration, Transportation",710,20154445.75
"Department of Transportation","Federal Aviation Administration",1772,"Aviation Insurance Revolving Fund, Transportation",185843.87,2309623681
"Department of Transportation","Federal Aviation Administration",1780,"Administrative Services Franchise Fund, Federal Aviation Administration, Transportation",108503799.7,728481296.4
"Department of Transportation","Federal Aviation Administration",1822,"Airport and Airway Trust Fund - Treasury Managed, Transportation",0,0
"Department of Transportation","Federal Aviation Administration",1824,"Grants-In-Aid for Airports, Liquidation of Contract Authorization, Airport and Airway Trust Fund, Federal Aviation Administration, Transportation",28735410.97,1194135666
"Department of Transportation","Federal Aviation Administration",1825,"Facilities and Equipment, Airport and Airway Trust Fund, Federal Aviation Administration, Transportation",538307584.2,2089230543
"Department of Transportation","Federal Aviation Administration",1826,"Research, Engineering and Development, Airport and Airway Trust Fund, Federal Aviation Administration, Transportation",15846674.22,135759822.3
"Department of Transportation","Federal Aviation Administration",1823,"Operations, Airport and Airway Trust Fund, Federal Aviation Administration, Transportation",2770565742,0
"Department of Transportation","Federal Highway Administration",1685,"Des Moines Inner Loop Demonstration Project, Federal Highway Administration, Transportation",0,0
"Department of Transportation","Federal Highway Administration",1642,"Denali Access System Program, Federal Highway Administration, Transportation",12691.12,0
"Department of Transportation","Federal Highway Administration",1696,"Miscellaneous Highway Project, Federal Highway Administration, Transportation",0,15916779.29
"Department of Transportation","Federal Highway Administration",1698,"Miscellaneous Massachusetts Projects, Federal Highway Administration, Transportation",0,0
"Department of Transportation","Federal Highway Administration",1697,"Arkansas I-69 Connector, Federal Highway Administration, Transportation",0,8857875
"Department of Transportation","Federal Highway Administration",1679,"Urban Highway Corridor and Bicycle Project, Federal Highway Administration, Transportation",0,0
"Department of Transportation","Federal Highway Administration",1639,"Surface Transportation Projects, Federal Highway Administration, Transportation",0,2452129.12
"Department of Transportation","Federal Highway Administration",1636,"Off-System Roads, Liquidation of Contract Authorization, Federal Highway Administration, Transportation",0,0
"Department of Transportation","Federal Highway Administration",1637,"Access Highways to Public Recreation Areas on Certain Lakes, Federal Highway Administration, Transportation",0,352333.19
"Department of Transportation","Federal Highway Administration",1640,"Inter-American Highway, Federal Highway Administration, Transportation",0,0
"Department of Transportation","Federal Highway Administration",1641,"Bikeway Program, Federal Highway Administration, Transportation",0,0
"Department of Transportation","Federal Highway Administration",1643,"Bridge Improvement Demonstration Project, Federal Highway Administration, Transportation",0,0
"Department of Transportation","Federal Highway Administration",1644,"Highway Bypass Demonstration Project, Federal Highway Administration, Transportation",0,0
"Department of Transportation","Federal Highway Administration",1645,"Highway Widening and Improvement Demonstration Project, Federal Highway Administration, Transportation",0,0
"Department of Transportation","Federal Highway Administration",1649,"Public Lands Highways, Liquidation of Contract Authorization, Federal Highway Administration, Transportation",0,0
"Department of Transportation","Federal Highway Administration",1651,"Highway Safety Improvement Demonstration Project, Federal Highway Administration, Transportation",0,0
"Department of Transportation","Federal Highway Administration",1652,"Pennsylvania Reconstruction Demonstration Project, Federal Highway Administration, Transportation",0,0
"Department of Transportation","Federal Highway Administration",1653,"Highway Studies Feasibility, Design, Environmental, Engineering, Federal Highway Administration, Transportation",0,274956.94
"Department of Transportation","Federal Highway Administration",1655,"Alaska Highways, Federal Highway Administration, Transportation",0,62861.61
"Department of Transportation","Federal Highway Administration",1657,"Highway Beautification, Federal Highway Administration, Transportation",0,488909.57
"Department of Transportation","Federal Highway Administration",1662,"Delta Regional Transportation Development Program, Federal Highway Administration, Transportation",0,1838576.4
"Department of Transportation","Federal Highway Administration",1663,"Darien Gap Highway, Federal Highway Administration, Transportation",0,2037034.5
"Department of Transportation","Federal Highway Administration",1664,"Rail Crossings Demonstration Projects, Federal Highway Administration, Transportation",0,517220.2
"Department of Transportation","Federal Highway Administration",1665,"Territorial Highways, Federal Highway Administration, Transportation",0,0
"Department of Transportation","Federal Highway Administration",1666,"Railroad-Highway Crossings Demonstration Projects, Federal Highway Administration, Transportation",0,2265825.96
"Department of Transportation","Federal Highway Administration",1667,"Interstate Transfer Grants-Highways, Federal Highway Administration, Transportation",0,5211248.53
"Department of Transportation","Federal Highway Administration",1668,"Highway Widening Demonstration, Federal Highway Administration, Transportation",0,0
"Department of Transportation","Federal Highway Administration",1669,"Intersection Safety Demonstration Project, Federal Highway Administration, Transportation",0,0
"Department of Transportation","Federal Highway Administration",1670,"Highway Capacity Improvement Demonstration Project, Federal Highway Administration, Transportation",0,0
"Department of Transportation","Federal Highway Administration",1671,"Climbing Lane and Highway Safety Demonstration Project, Federal Highway Administration, Transportation",0,0
"Department of Transportation","Federal Highway Administration",1672,"Indiana Industrial Corridor Safety Demonstration Project, Federal Highway Administration, Transportation",0,0
"Department of Transportation","Federal Highway Administration",1673,"Corridor H Improvement Project, Federal Highway Administration, Transportation",0,0
"Department of Transportation","Federal Highway Administration",1674,"Road Extension Demonstration, Federal Highway Administration, Transportation",0,0
"Department of Transportation","Federal Highway Administration",1675,"Oklahoma Highway Widening Demonstration Project, Federal Highway Administration, Transportation",0,0
